id,league,year,year_id,Batting Average,On-Base Percentage,Slugging Percentage,Statistic,Statistic Value,TB,Team,Total At Bats,Total Caught Stealings,Total Doubles,Total Games,Total Hits,Total Home Runs,Total Runs,Total Runs Batted In,Total Stolen Bases,Total Strikeouts,Total Triples,Total Walks
698,American League,1971,5,,,,Home Runs,179,,Detroit,,,,,,,,,,,,
699,American League,1971,6,,,,On Base Percentage,.349,,Baltimore,,,,,,,,,,,,
700,American League,1971,7,,,,Runs,742,,Baltimore,,,,,,,,,,,,
701,American League,1971,8,,,,Slugging Average,.405,,Detroit,,,,,,,,,,,,
702,American League,1971,9,,,,Stolen Bases,130,,Kansas City,,,,,,,,,,,,
703,American League,1972,1,,,,Base on Balls,534,,Kansas City,,,,,,,,,,,,
704,American League,1972,2,,,,Batting Average,.255,,Kansas City,,,,,,,,,,,,
705,American League,1972,3,,,,Doubles,229,,Boston,,,,,,,,,,,,
706,American League,1972,4,,,,Hits,"1,317",,Kansas City,,,,,,,,,,,,
707,American League,1972,5,,,,Home Runs,134,,Oakland,,,,,,,,,,,,
708,American League,1972,6,,,,On Base Percentage,.329,,Kansas City,,,,,,,,,,,,
709,American League,1972,7,,,,Runs,640,,Boston,,,,,,,,,,,,
710,American League,1972,8,,,,Slugging Average,.376,,Boston,,,,,,,,,,,,
711,American League,1973,1,,,,Base on Balls,648,,Baltimore,,,,,,,,,,,,
712,American League,1973,2,,,,Batting Average,.270,,Minnesota,,,,,,,,,,,,
713,American League,1973,3,,,,Doubles,240,,Minnesota,,,,,,,,,,,,
714,American League,1973,4,,,,Hits,"1,521",,Minnesota,,,,,,,,,,,,
715,American League,1973,5,,,,Home Runs,158,,Cleveland,,,,,,,,,,,,
716,American League,1973,6,,,,On Base Percentage,.348,,Baltimore,,,,,,,,,,,,
717,American League,1973,7,,,,Runs,758,,Oakland,,,,,,,,,,,,
718,American League,1973,8,,,,Slugging Average,.401,,Boston,,,,,,,,,,,,
719,American League,1974,1,,,,Base on Balls,569,,Boston,,,,,,,,,,,,
720,American League,1974,2,,,,Batting Average,.272,,Texas,,,,,,,,,,,,
721,American League,1974,3,,,,Doubles,236,,Boston,,,,,,,,,,,,
722,American League,1974,4,,,,Hits,"1,530",,Minnesota,,,,,,,,,,,,
723,American League,1974,5,,,,Home Runs,135,,Chicago,,,,,,,,,,,,
724,American League,1974,6,,,,On Base Percentage,.338,,Texas,,,,,,,,,,,,
725,American League,1974,7,,,,Runs,696,,Boston,,,,,,,,,,,,
726,American League,1974,8,,,,Slugging Average,.389,,Chicago,,,,,,,,,,,,
727,American League,1975,1,,,,Base on Balls,613,,Texas,,,,,,,,,,,,
728,American League,1975,2,,,,Batting Average,.275,,Boston,,,,,,,,,,,,
729,American League,1975,3,,,,Doubles,284,,Boston,,,,,,,,,,,,
730,American League,1975,4,,,,Hits,"1,500",,Boston,,,,,,,,,,,,
731,American League,1975,5,,,,Home Runs,153,,Cleveland,,,,,,,,,,,,
732,American League,1975,6,,,,On Base Percentage,.347,,Boston,,,,,,,,,,,,
733,American League,1975,7,,,,Runs,796,,Boston,,,,,,,,,,,,
734,American League,1975,8,,,,Slugging Average,.417,,Boston,,,,,,,,,,,,
735,American League,1976,1,,,,Base on Balls,592,,Oakland,,,,,,,,,,,,
736,American League,1976,2,,,,Batting Average,.274,,Minnesota,,,,,,,,,,,,
737,American League,1976,3,,,,Doubles,259,,Kansas City,,,,,,,,,,,,
738,American League,1976,4,,,,Hits,"1,526",,Minnesota,,,,,,,,,,,,
739,American League,1976,5,,,,Home Runs,134,,Boston,,,,,,,,,,,,
740,American League,1976,6,,,,On Base Percentage,.343,,Minnesota,,,,,,,,,,,,
741,American League,1976,7,,,,Runs,743,,Minnesota,,,,,,,,,,,,
742,American League,1976,8,,,,Slugging Average,.402,,Boston,,,,,,,,,,,,
743,American League,1977,1,,,,Base on Balls,596,,Texas,,,,,,,,,,,,
744,American League,1977,2,,,,Batting Average,.282,,Minnesota,,,,,,,,,,,,
745,American League,1977,3,,,,Doubles,299,,Kansas City,,,,,,,,,,,,
746,American League,1977,4,,,,Hits,"1,588",,Minnesota,,,,,,,,,,,,
747,American League,1977,5,,,,Home Runs,213,,Boston,,,,,,,,,,,,
748,American League,1977,6,,,,On Base Percentage,.351,,Minnesota,,,,,,,,,,,,
749,American League,1977,7,,,,Runs,867,,Minnesota,,,,,,,,,,,,
750,American League,1977,8,,,,Slugging Average,.465,,Boston,,,,,,,,,,,,
751,American League,1978,1,,,,Base on Balls,624,,Texas,,,,,,,,,,,,
752,American League,1978,2,,,,Batting Average,.276,,Milwaukee,,,,,,,,,,,,
753,American League,1978,3,,,,Doubles,305,,Kansas City,,,,,,,,,,,,
754,American League,1978,4,,,,Hits,"1,530",,Milwaukee,,,,,,,,,,,,
755,American League,1978,5,,,,Home Runs,173,,Milwaukee,,,,,,,,,,,,
756,American League,1978,6,,,,On Base Percentage,.342,,Milwaukee,,,,,,,,,,,,
757,American League,1978,7,,,,Runs,804,,Milwaukee,,,,,,,,,,,,
758,American League,1978,8,,,,Slugging Average,.432,,Milwaukee,,,,,,,,,,,,
759,American League,1978,9,,,,Stolen Bases,216,,Kansas City,,,,,,,,,,,,
760,American League,1979,1,,,,Base on Balls,657,,Cleveland,,,,,,,,,,,,
761,American League,1979,2,,,,Batting Average,.283,,Boston,,,,,,,,,,,,
762,American League,1979,3,,,,Doubles,310,,Boston,,,,,,,,,,,,
763,American League,1979,4,,,,Hits,"1,596",,Kansas City,,,,,,,,,,,,
764,American League,1979,5,,,,Home Runs,194,,Boston,,,,,,,,,,,,
765,American League,1979,6,,,,On Base Percentage,.354,,California,,,,,,,,,,,,
766,American League,1979,7,,,,Runs,866,,California,,,,,,,,,,,,
767,American League,1979,8,,,,Slugging Average,.456,,Boston,,,,,,,,,,,,
768,American League,1980,1,,,,Base on Balls,645,,Detroit,,,,,,,,,,,,
769,American League,1980,2,,,,Batting Average,.286,,Kansas City,,,,,,,,,,,,
770,American League,1980,3,,,,Doubles,298,,Milwaukee,,,,,,,,,,,,
771,American League,1980,4,,,,Hits,"1,633",,Kansas City,,,,,,,,,,,,
772,American League,1980,5,,,,Home Runs,203,,Milwaukee,,,,,,,,,,,,
773,American League,1980,6,,,,On Base Percentage,.355,,Cleveland,,,,,,,,,,,,
774,American League,1980,7,,,,Runs,830,,Detroit,,,,,,,,,,,,
775,American League,1980,8,,,,Slugging Average,.448,,Milwaukee,,,,,,,,,,,,
776,American League,1981,1,,,,Base on Balls,404,,Baltimore,,,,,,,,,,,,
777,American League,1981,2,,,,Base on Balls,404,,Detroit,,,,,,,,,,,,
778,American League,1981,3,,,,Batting Average,.275,,Boston,,,,,,,,,,,,
779,American League,1981,4,,,,Doubles,178,,Texas,,,,,,,,,,,,
780,American League,1981,5,,,,Hits,"1,052",,Boston,,,,,,,,,,,,
781,American League,1981,6,,,,Home Runs,104,,Oakland,,,,,,,,,,,,
782,American League,1981,7,,,,On Base Percentage,.343,,Boston,,,,,,,,,,,,
783,American League,1981,8,,,,Runs,519,,Boston,,,,,,,,,,,,
784,American League,1981,9,,,,Slugging Average,.399,,Boston,,,,,,,,,,,,
785,American League,1982,1,,,,Base on Balls,651,,Cleveland,,,,,,,,,,,,
786,American League,1982,2,,,,Batting Average,.285,,Kansas City,,,,,,,,,,,,
787,American League,1982,3,,,,Doubles,295,,Kansas City,,,,,,,,,,,,
788,American League,1982,4,,,,Hits,"1,603",,Kansas City,,,,,,,,,,,,
789,American League,1982,5,,,,Home Runs,216,,Milwaukee,,,,,,,,,,,,
790,American League,1982,6,,,,On Base Percentage,.350,,California,,,,,,,,,,,,
791,American League,1982,7,,,,Runs,891,,Milwaukee,,,,,,,,,,,,
792,American League,1982,8,,,,Slugging Average,.455,,Milwaukee,,,,,,,,,,,,
793,American League,1983,1,,,,Base on Balls,605,,Cleveland,,,,,,,,,,,,
794,American League,1983,2,,,,Batting Average,.277,,Toronto,,,,,,,,,,,,
795,American League,1983,3,,,,Doubles,287,,Boston,,,,,,,,,,,,
796,American League,1983,4,,,,Hits,"1,556",,Milwaukee,,,,,,,,,,,,
797,American League,1983,5,,,,Home Runs,168,,Baltimore,,,,,,,,,,,,
798,American League,1983,6,,,,On Base Percentage,.343,,Baltimore,,,,,,,,,,,,
799,American League,1983,7,,,,Runs,800,,Chicago,,,,,,,,,,,,
800,American League,1983,8,,,,Slugging Average,.436,,Toronto,,,,,,,,,,,,
801,American League,1984,1,,,,Base on Balls,620,,Baltimore,,,,,,,,,,,,
802,American League,1984,2,,,,Batting Average,.283,,Boston,,,,,,,,,,,,
803,American League,1984,3,,,,Doubles,275,,Toronto,,,,,,,,,,,,
804,American League,1984,4,,,,Doubles,275,,New York,,,,,,,,,,,,
805,American League,1984,5,,,,Hits,"1,598",,Boston,,,,,,,,,,,,
806,American League,1984,6,,,,Home Runs,187,,Detroit,,,,,,,,,,,,
807,American League,1984,7,,,,On Base Percentage,.345,,Detroit,,,,,,,,,,,,
808,American League,1984,8,,,,Runs,829,,Detroit,,,,,,,,,,,,
809,American League,1984,9,,,,Slugging Average,.441,,Boston,,,,,,,,,,,,
810,American League,1985,1,,,,Base on Balls,648,,California,,,,,,,,,,,,
811,American League,1985,2,,,,Batting Average,.282,,Boston,,,,,,,,,,,,
812,American League,1985,3,,,,Doubles,292,,Boston,,,,,,,,,,,,
813,American League,1985,4,,,,Hits,"1,615",,Boston,,,,,,,,,,,,
814,American League,1985,5,,,,Home Runs,214,,Baltimore,,,,,,,,,,,,
815,American League,1985,6,,,,On Base Percentage,.350,,Boston,,,,,,,,,,,,
816,American League,1985,7,,,,Runs,839,,New York,,,,,,,,,,,,
817,American League,1985,8,,,,Slugging Average,.430,,Baltimore,,,,,,,,,,,,
818,American League,1986,1,,,,Base on Balls,671,,California,,,,,,,,,,,,
819,American League,1986,2,,,,Batting Average,.284,,Cleveland,,,,,,,,,,,,
820,American League,1986,3,,,,Doubles,320,,Boston,,,,,,,,,,,,
821,American League,1986,4,,,,Hits,"1,620",,Cleveland,,,,,,,,,,,,
822,American League,1986,5,,,,Home Runs,198,,Detroit,,,,,,,,,,,,
823,American League,1986,6,,,,On Base Percentage,.350,,New York,,,,,,,,,,,,
824,American League,1986,7,,,,Runs,831,,Cleveland,,,,,,,,,,,,
825,American League,1986,8,,,,Slugging Average,.430,,New York,,,,,,,,,,,,
826,American League,1987,1,,,,Base on Balls,653,,Detroit,,,,,,,,,,,,
827,American League,1987,2,,,,Batting Average,.278,,Boston,,,,,,,,,,,,
828,American League,1987,3,,,,Doubles,283,,Chicago,,,,,,,,,,,,
829,American League,1987,4,,,,Hits,"1,554",,Boston,,,,,,,,,,,,
830,American League,1987,5,,,,Home Runs,225,,Detroit,,,,,,,,,,,,
831,American League,1987,6,,,,On Base Percentage,.355,,Boston,,,,,,,,,,,,
832,American League,1987,7,,,,Runs,896,,Detroit,,,,,,,,,,,,
833,American League,1987,8,,,,Slugging Average,.451,,Detroit,,,,,,,,,,,,
834,American League,1988,1,,,,Base on Balls,623,,Boston,,,,,,,,,,,,
835,American League,1988,2,,,,Batting Average,.283,,Boston,,,,,,,,,,,,
836,American League,1988,3,,,,Doubles,310,,Boston,,,,,,,,,,,,
837,American League,1988,4,,,,Hits,"1,569",,Boston,,,,,,,,,,,,
838,American League,1988,5,,,,Home Runs,158,,Toronto,,,,,,,,,,,,
839,American League,1988,6,,,,On Base Percentage,.360,,Boston,,,,,,,,,,,,
840,American League,1988,7,,,,Runs,813,,Boston,,,,,,,,,,,,
841,American League,1988,8,,,,Slugging Average,.421,,Minnesota,,,,,,,,,,,,
842,American League,1989,1,,,,Base on Balls,643,,Boston,,,,,,,,,,,,
843,American League,1989,2,,,,Batting Average,.277,,Boston,,,,,,,,,,,,
844,American League,1989,3,,,,Doubles,326,,Boston,,,,,,,,,,,,
845,American League,1989,4,,,,Hits,"1,571",,Boston,,,,,,,,,,,,
846,American League,1989,5,,,,Home Runs,145,,California,,,,,,,,,,,,
847,American League,1989,6,,,,On Base Percentage,.355,,Boston,,,,,,,,,,,,
848,American League,1989,7,,,,Runs,774,,Boston,,,,,,,,,,,,
849,American League,1989,8,,,,Slugging Average,.403,,Boston,,,,,,,,,,,,
850,American League,1990,1,,,,Base on Balls,660,,Baltimore,,,,,,,,,,,,
851,American League,1990,2,,,,Batting Average,.272,,Boston,,,,,,,,,,,,
852,American League,1990,3,,,,Doubles,316,,Kansas City,,,,,,,,,,,,
853,American League,1990,4,,,,Hits,"1,502",,Boston,,,,,,,,,,,,
854,American League,1990,5,,,,Home Runs,172,,Detroit,,,,,,,,,,,,
855,American League,1990,6,,,,On Base Percentage,.346,,Boston,,,,,,,,,,,,
856,American League,1990,7,,,,Runs,767,,Toronto,,,,,,,,,,,,
857,American League,1990,8,,,,Slugging Average,.419,,Toronto,,,,,,,,,,,,
858,American League,1991,1,,,,Base on Balls,699,,Detroit,,,,,,,,,,,,
859,American League,1991,2,,,,Batting Average,.280,,Minnesota,,,,,,,,,,,,
860,American League,1991,3,,,,Doubles,305,,Boston,,,,,,,,,,,,
861,American League,1991,4,,,,Hits,"1,557",,Minnesota,,,,,,,,,,,,
862,American League,1991,5,,,,Home Runs,209,,Detroit,,,,,,,,,,,,
863,American League,1991,6,,,,On Base Percentage,.347,,Minnesota,,,,,,,,,,,,
864,American League,1991,7,,,,Runs,829,,Texas,,,,,,,,,,,,
865,American League,1991,8,,,,Slugging Average,.424,,Texas,,,,,,,,,,,,
866,American League,1991,9,,,,Stolen Bases,151,,Oakland,,,,,,,,,,,,
867,American League,1992,1,,,,Base on Balls,707,,Oakland,,,,,,,,,,,,
868,American League,1992,2,,,,Batting Average,.277,,Minnesota,,,,,,,,,,,,
869,American League,1992,3,,,,Doubles,284,,Kansas City,,,,,,,,,,,,
870,American League,1992,4,,,,Hits,"1,544",,Minnesota,,,,,,,,,,,,
871,American League,1992,5,,,,Home Runs,182,,Detroit,,,,,,,,,,,,
872,American League,1992,6,,,,On Base Percentage,.349,,Oakland,,,,,,,,,,,,
873,American League,1992,7,,,,Runs,791,,Detroit,,,,,,,,,,,,
874,American League,1992,8,,,,Slugging Average,.414,,Toronto,,,,,,,,,,,,
875,American League,1993,1,,,,Base on Balls,44,,Detroit,,,,,,,,,,,,
876,American League,1993,2,,,,Batting Average,.279,,New York,,,,,,,,,,,,
877,American League,1993,3,,,,Batting Average,.279,,Toronto,,,,,,,,,,,,
878,American League,1993,4,,,,Doubles,319,,Boston,,,,,,,,,,,,
879,American League,1993,5,,,,Hits,"1,568",,New York,,,,,,,,,,,,
880,American League,1993,6,,,,Home Runs,181,,Texas,,,,,,,,,,,,
881,American League,1993,7,,,,On Base Percentage,.365,,Detroit,,,,,,,,,,,,
882,American League,1993,8,,,,Runs,899,,Detroit,,,,,,,,,,,,
883,American League,1993,9,,,,Slugging Average,.436,,Toronto,,,,,,,,,,,,
884,American League,1994,1,,,,Base on Balls,530,,New York,,,,,,,,,,,,
885,American League,1994,2,,,,Batting Average,.290,,Cleveland,,,,,,,,,,,,
886,American League,1994,3,,,,Batting Average,.290,,New York,,,,,,,,,,,,
887,American League,1994,4,,,,Doubles,240,,Cleveland,,,,,,,,,,,,
888,American League,1994,5,,,,Hits,"1,165",,Cleveland,,,,,,,,,,,,
889,American League,1994,6,,,,Home Runs,167,,Cleveland,,,,,,,,,,,,
890,American League,1994,7,,,,On Base Percentage,.377,,New York,,,,,,,,,,,,
891,American League,1994,8,,,,Runs,679,,Cleveland,,,,,,,,,,,,
892,American League,1994,9,,,,Slugging Average,.484,,Cleveland,,,,,,,,,,,,
893,American League,1995,1,,,,Base on Balls,625,,New York,,,,,,,,,,,,
894,American League,1995,2,,,,Batting Average,.291,,Cleveland,,,,,,,,,,,,
895,American League,1995,3,,,,Doubles,286,,Boston,,,,,,,,,,,,
896,American League,1995,4,,,,Hits,"1,461",,Cleveland,,,,,,,,,,,,
897,American League,1995,5,,,,Home Runs,207,,Cleveland,,,,,,,,,,,,
898,American League,1995,6,,,,On Base Percentage,.364,,Cleveland,,,,,,,,,,,,
899,American League,1995,7,,,,Runs,840,,Cleveland,,,,,,,,,,,,
900,American League,1995,8,,,,Slugging Average,.479,,Cleveland,,,,,,,,,,,,
901,American League,1996,1,,,,Base on Balls,701,,Chicago,,,,,,,,,,,,
902,American League,1996,2,,,,Batting Average,.293,,Cleveland,,,,,,,,,,,,
903,American League,1996,3,,,,Doubles,343,,Seattle,,,,,,,,,,,,
904,American League,1996,4,,,,Hits,"1,665",,Cleveland,,,,,,,,,,,,
905,American League,1996,5,,,,Home Runs,257,,Baltimore,,,,,,,,,,,,
906,American League,1996,6,,,,On Base Percentage,.372,,Cleveland,,,,,,,,,,,,
907,American League,1996,7,,,,Runs,993,,Seattle,,,,,,,,,,,,
908,American League,1996,8,,,,Slugging Average,.484,,Seattle,,,,,,,,,,,,
909,American League,1997,1,,,,Base on Balls,676,,New York,,,,,,,,,,,,
910,American League,1997,2,,,,Batting Average,.291,,Boston,,,,,,,,,,,,
911,American League,1997,3,,,,Doubles,373,,Boston,,,,,,,,,,,,
912,American League,1997,4,,,,Hits,"1,684",,Boston,,,,,,,,,,,,
913,American League,1997,5,,,,Home Runs,264,,Seattle,,,,,,,,,,,,
914,American League,1997,6,,,,On Base Percentage,.366,,New York,,,,,,,,,,,,
915,American League,1997,7,,,,Runs,925,,Seattle,,,,,,,,,,,,
916,American League,1997,8,,,,Slugging Average,.485,,Seattle,,,,,,,,,,,,
917,American League,1997,9,,,,Stolen Bases,161,,Detroit,,,,,,,,,,,,
918,American League,1998,1,,,,Base on Balls,653,,New York,,,,,,,,,,,,
919,American League,1998,2,,,,Batting Average,.289,,Texas,,,,,,,,,,,,
920,American League,1998,3,,,,Doubles,338,,Boston,,,,,,,,,,,,
921,American League,1998,4,,,,Hits,"1,637",,Texas,,,,,,,,,,,,
922,American League,1998,5,,,,Home Runs,234,,Seattle,,,,,,,,,,,,
923,American League,1998,6,,,,On Base Percentage,.368,,New York,,,,,,,,,,,,
924,American League,1998,7,,,,Runs,965,,New York,,,,,,,,,,,,
925,American League,1998,8,,,,Slugging Average,.468,,Seattle,,,,,,,,,,,,
926,American League,1999,1,,,,Base on Balls,770,,Oakland,,,,,,,,,,,,
927,American League,1999,2,,,,Batting Average,.293,,Texas,,,,,,,,,,,,
928,American League,1999,3,,,,Doubles,337,,Toronto,,,,,,,,,,,,
929,American League,1999,4,,,,Hits,"1,653",,Texas,,,,,,,,,,,,
930,American League,1999,5,,,,Home Runs,244,,Seattle,,,,,,,,,,,,
931,American League,1999,6,,,,On Base Percentage,.373,,Cleveland,,,,,,,,,,,,
932,American League,1999,7,,,,Runs,"1,009",,Cleveland,,,,,,,,,,,,
933,American League,1999,8,,,,Slugging Average,.479,,Texas,,,,,,,,,,,,
934,American League,2000,1,,,,Base on Balls,775,,Seattle,,,,,,,,,,,,
935,American League,2000,2,,,,Batting Average,.288,,Cleveland,,,,,,,,,,,,
936,American League,2000,3,,,,Doubles,330,,Texas,,,,,,,,,,,,
937,American League,2000,4,,,,Hits,"1,644",,Kansas City,,,,,,,,,,,,
938,American League,2000,5,,,,Home Runs,244,,Toronto,,,,,,,,,,,,
939,American League,2000,6,,,,On Base Percentage,.367,,Cleveland,,,,,,,,,,,,
940,American League,2000,7,,,,Runs,978,,Chicago,,,,,,,,,,,,
941,American League,2000,8,,,,Slugging Average,.472,,Anaheim,,,,,,,,,,,,
942,American League,2001,1,,,,Base on Balls,640,,Oakland,,,,,,,,,,,,
943,American League,2001,2,,,,Batting Average,.288,,Seattle,,,,,,,,,,,,
944,American League,2001,3,,,,Doubles,334,,Oakland,,,,,,,,,,,,
945,American League,2001,4,,,,Hits,"1,637",,Seattle,,,,,,,,,,,,
946,American League,2001,5,,,,Home Runs,246,,Texas,,,,,,,,,,,,
947,American League,2001,6,,,,On Base Percentage,.360,,Seattle,,,,,,,,,,,,
948,American League,2001,7,,,,Runs,927,,Seattle,,,,,,,,,,,,
949,American League,2001,8,,,,Slugging Average,.471,,Texas,,,,,,,,,,,,
950,American League,2002,1,.282,.341,.433,,,"2,456",Anaheim,"5,678",51,333,162,"1,603",152,851,811,117,805,32,462
951,American League,2002,2,.246,.309,.403,,,"2,213",Baltimore,"5,491",48,311,162,"1,353",165,667,636,110,993,27,452
952,American League,2002,3,.277,.345,.444,,,"2,505",Boston,"5,640",28,348,162,"1,560",177,859,810,80,944,33,545
953,American League,2002,4,.268,.338,.449,,,"2,473",Chicago,"5,502",31,289,162,"1,475",217,856,819,75,952,29,555
954,American League,2002,5,.249,.321,.412,,,"2,232",Cleveland,"5,423",37,255,162,"1,349",192,739,706,52,"1,000",26,542
955,American League,2002,6,.248,.300,.379,,,"2,051",Detroit,"5,406",44,265,161,"1,340",124,575,546,65,"1,035",37,363
956,American League,2002,7,.256,.323,.398,,,"2,204",Kansas City,"5,535",65,285,162,"1,415",140,737,695,140,921,42,524
957,American League,2002,8,.272,.332,.437,,,"2,439",Minnesota,"5,582",62,348,161,"1,518",167,768,731,79,"1,089",36,472
958,American League,2002,9,.275,.354,.455,,,"2,547",New York,"5,601",38,314,161,"1,540",223,897,857,100,"1,171",12,640
959,American League,2002,10,.261,.339,.432,,,"2,400",Oakland,"5,558",20,279,162,"1,450",205,800,772,46,"1,008",28,609
960,American League,2002,11,.275,.350,.419,,,"2,334",Seattle,"5,569",58,285,162,"1,531",152,814,771,137,"1,003",31,629
961,American League,2002,12,.253,.314,.390,,,"2,184",Tampa Bay,"5,604",45,297,161,"1,418",133,673,640,102,"1,115",35,456
962,American League,2002,13,.269,.338,.455,,,"2,558",Texas,"5,618",34,304,162,"1,510",230,843,806,62,"1,055",27,554
963,American League,2003,1,.268,.330,.413,,,"2,265",Anaheim,"5,487",61,276,162,"1,473",150,736,687,129,838,33,476
964,American League,2003,2,.268,.323,.405,,,"2,297",Baltimore,"5,665",36,277,163,"1,516",152,743,695,89,902,24,431
965,American League,2003,3,.289,.360,.491,,,"2,832",Boston,"5,769",35,371,162,"1,667",238,961,932,88,943,40,620
966,American League,2003,4,.263,.331,.446,,,"2,446",Chicago,"5,487",29,303,162,"1,445",220,791,766,77,916,19,519
967,American League,2003,5,.254,.316,.401,,,"2,235",Cleveland,"5,572",61,296,162,"1,413",158,699,660,86,"1,062",26,466
968,American League,2003,6,.240,.300,.375,,,"2,050",Detroit,"5,466",63,201,162,"1,312",153,591,553,98,"1,099",39,443
969,American League,2003,7,.274,.336,.427,,,"2,378",Kansas City,"5,568",42,288,162,"1,526",162,836,781,120,926,39,476
970,American League,2003,8,.277,.341,.431,,,"2,440",Minnesota,"5,655",44,318,162,"1,567",155,801,755,94,"1,027",45,512
971,American League,2003,9,.271,.356,.453,,,"2,540",New York,"5,605",33,304,163,"1,518",230,877,845,98,"1,042",14,684
972,American League,2003,10,.254,.327,.417,,,"2,291",Oakland,"5,497",14,317,162,"1,398",176,768,742,48,898,24,556
973,American League,2003,11,.271,.344,.410,,,"2,282",Seattle,"5,561",37,290,162,"1,509",139,795,759,108,989,33,586
974,American League,2003,12,.265,.320,.404,,,"2,286",Tampa Bay,"5,654",42,298,162,"1,501",137,715,678,142,"1,030",38,420
975,American League,2003,13,.266,.330,.454,,,"2,569",Texas,"5,664",25,274,162,"1,506",239,826,799,65,"1,052",36,488
976,American League,2004,1,.282,.341,.429,,,"2,435",Anaheim,"5,675",46,272,162,"1,603",162,836,783,143,942,37,450
977,American League,2004,2,.281,.345,.432,,,"2,476",Baltimore,"5,736",41,319,162,"1,614",169,842,803,101,949,18,528
978,American League,2004,3,.282,.360,.472,,,"2,702",Boston,"5,720",30,373,162,"1,613",222,949,912,68,"1,189",25,659
979,American League,2004,4,.268,.333,.457,,,"2,529",Chicago,"5,534",51,284,162,"1,481",242,865,823,78,"1,030",19,499
980,American League,2004,5,.276,.351,.444,,,"2,520",Cleveland,"5,676",55,345,162,"1,565",184,858,820,94,"1,009",29,606
981,American League,2004,6,.272,.337,.449,,,"2,526",Detroit,"5,623",50,284,162,"1,531",201,827,800,86,"1,144",54,518
982,American League,2004,7,.259,.322,.397,,,"2,201",Kansas City,"5,538",48,261,162,"1,432",150,720,675,67,"1,057",29,461
983,American League,2004,8,.266,.332,.431,,,"2,425",Minnesota,"5,623",46,310,162,"1,494",191,780,735,116,982,24,513
984,American League,2004,9,.268,.353,.458,,,"2,530",New York,"5,527",33,281,162,"1,483",242,897,863,84,982,20,670
985,American League,2004,10,.270,.343,.433,,,"2,478",Oakland,"5,728",22,336,162,"1,545",189,793,752,47,"1,061",15,608
986,American League,2004,11,.270,.331,.396,,,"2,268",Seattle,"5,722",42,276,162,"1,544",136,698,658,110,"1,058",20,492
987,American League,2004,12,.258,.320,.405,,,"2,221",Tampa Bay,"5,483",42,278,161,"1,416",145,714,685,132,944,46,469
988,American League,2004,13,.266,.329,.457,,,"2,564",Texas,"5,615",36,323,162,"1,492",227,860,825,69,"1,099",34,500
989,American League,2004,14,.260,.328,.403,,,"2,231",Toronto,"5,531",31,290,161,"1,438",145,719,680,58,"1,083",34,513
990,Federal League,1914,1,,,,Base on Balls,520,,Chicago,,,,,,,,,,,,
991,Federal League,1914,2,,,,Batting Average,.285,,Indianapolis,,,,,,,,,,,,
992,Federal League,1914,3,,,,Doubles,230,,Indianapolis,,,,,,,,,,,,
993,Federal League,1914,4,,,,Hits,"1,474",,Indianapolis,,,,,,,,,,,,
994,Federal League,1914,5,,,,Home Runs,52,,Chicago,,,,,,,,,,,,
995,Federal League,1914,6,,,,On Base Percentage,.349,,Indianapolis,,,,,,,,,,,,
996,Federal League,1914,7,,,,Runs,762,,Indianapolis,,,,,,,,,,,,
997,Federal League,1914,8,,,,Slugging Average,.383,,Indianapolis,,,,,,,,,,,,
998,Federal League,1914,9,,,,Stolen Bases,273,,Indianapolis,,,,,,,,,,,,
999,Federal League,1914,10,,,,Triples,90,,Indianapolis,,,,,,,,,,,,
1000,Federal League,1915,1,,,,Base on Balls,576,,St. Louis,,,,,,,,,,,,
1001,Federal League,1915,2,,,,Batting Average,.268,,Brooklyn,,,,,,,,,,,,
1002,Federal League,1915,3,,,,Doubles,210,,Newark,,,,,,,,,,,,
1003,Federal League,1915,4,,,,Hits,"1,348",,Brooklyn,,,,,,,,,,,,
1004,Federal League,1915,5,,,,Home Runs,50,,Chicago,,,,,,,,,,,,
1005,Federal League,1915,6,,,,On Base Percentage,.340,,St. Louis,,,,,,,,,,,,
1006,Federal League,1915,7,,,,Runs,647,,Brooklyn,,,,,,,,,,,,
1007,Federal League,1915,8,,,,Slugging Average,.360,,Brooklyn,,,,,,,,,,,,
1008,Federal League,1915,9,,,,Stolen Bases,249,,Brooklyn,,,,,,,,,,,,
1009,National League,1876,1,,,,Base on Balls,70,,Chicago,,,,,,,,,,,,
1010,National League,1876,2,,,,Batting Average,.337,,Chicago,,,,,,,,,,,,
1011,National League,1876,3,,,,Doubles,131,,Chicago,,,,,,,,,,,,
1012,National League,1876,4,,,,Hits,926,,Chicago,,,,,,,,,,,,
1013,National League,1876,5,,,,Home Runs,9,,Boston,,,,,,,,,,,,
1014,National League,1876,6,,,,On Base Percentage,.353,,Chicago,,,,,,,,,,,,
1015,National League,1876,7,,,,Runs,624,,Chicago,,,,,,,,,,,,
1016,National League,1876,8,,,,Slugging Average,.417,,Chicago,,,,,,,,,,,,
1017,National League,1877,1,,,,Base on Balls,78,,Cincinnati,,,,,,,,,,,,
1018,National League,1877,2,,,,Batting Average,.296,,Boston,,,,,,,,,,,,
1019,National League,1877,3,,,,Doubles,91,,Boston,,,,,,,,,,,,
1020,National League,1877,4,,,,Hits,700,,Boston,,,,,,,,,,,,
1021,National League,1877,5,,,,Home Runs,9,,Louisville,,,,,,,,,,,,
