id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
2482,National League,1999,7,Mike Hampton,Winning Percentage,.846,Houston,Top 25
2483,National League,2000,1,Randy Johnson,Complete Games,8,Arizona,Top 25
2484,National League,2000,2,Curt Schilling,Complete Games,8,Philadelphia,Top 25
2485,National League,2000,3,Curt Schilling,Complete Games,8,Arizona,Top 25
2486,National League,2000,4,Kevin Brown,ERA,2.58,Los Angeles,Top 25
2487,National League,2000,5,Steve Kline,Games,83,St. Louis,Top 25
2488,National League,2000,6,Antonio Alfonseca,Saves,45,Florida,Top 25
2489,National League,2000,7,Greg Maddux,Shutouts,3,Atlanta,Top 25
2490,National League,2000,8,Randy Johnson,Shutouts,3,Arizona,Top 25
2491,National League,2000,9,Randy Johnson,Strikeouts,347,Arizona,Top 25
2492,National League,2000,10,Randy Johnson,Winning Percentage,.731,Arizona,Top 25
2493,National League,2001,1,Curt Schilling,Complete Games,6,Arizona,Top 25
2494,National League,2001,2,Randy Johnson,ERA,2.49,Arizona,Top 25
2495,National League,2001,3,Steve Kline,Games,89,St. Louis,Top 25
2496,National League,2001,4,Robb Nen,Saves,45,San Francisco,Top 25
2497,National League,2001,5,Greg Maddux,Shutouts,3,Atlanta,Top 25
2498,National League,2001,6,Javier Vazquez,Shutouts,3,Montreal,Top 25
2499,National League,2001,7,Randy Johnson,Strikeouts,372,Arizona,Top 25
2500,National League,2001,8,Roy Oswalt,Winning Percentage,.824,Houston,Top 25
2501,National League,2001,9,Curt Schilling,Wins,22,Arizona,Top 25
2502,National League,2002,1,Randy Johnson,Complete Games,8,Arizona,Top 25
2503,National League,2002,2,Randy Johnson,ERA,2.32,Arizona,Top 25
2504,National League,2002,3,Paul Quantrill,Games,86,Los Angeles,Top 25
2505,National League,2002,4,John Smoltz,Saves,55,Atlanta,Top 25
2506,National League,2002,5,A.J. Burnett,Shutouts,5,Florida,Top 25
2507,National League,2002,6,Randy Johnson,Strikeouts,334,Arizona,Top 25
2508,National League,2002,7,Randy Johnson,Winning Percentage,.828,Arizona,Top 25
2509,National League,2003,1,Livan Hernandez,Complete Games,8,Montreal,Top 25
2510,National League,2003,2,Jason Schmidt,ERA,2.34,San Francisco,Top 25
2511,National League,2003,3,Paul Quantrill,Games,89,Los Angeles,Top 25
2512,National League,2003,4,Eric Gagne,Saves,55,Los Angeles,Top 25
2513,National League,2003,5,Kevin Millwood,Shutouts,3,Philadelphia,Top 25
2514,National League,2003,6,Matt Morris,Shutouts,3,St. Louis,Top 25
2515,National League,2003,7,Jason Schmidt,Shutouts,3,San Francisco,Top 25
2516,National League,2003,8,Kerry Wood,Strikeouts,266,Chicago,Top 25
2517,National League,2003,9,Jason Schmidt,Winning Percentage,.773,San Francisco,Top 25
2518,National League,2004,1,Livan Hernandez,Complete Games,9,Montreal,Top 25
2519,National League,2004,2,Jake Peavy,ERA,2.27,San Diego,Top 25
2520,National League,2004,3,Jim Brower,Games,89,San Francisco,Top 25
2521,National League,2004,4,Armando Benitez,Saves,47,Florida,Top 25
2522,National League,2004,5,Jason Isringhausen,Saves,47,St. Louis,Top 25
2523,National League,2004,6,Cory Lidle,Shutouts,3,Philadelphia,Top 25
2524,National League,2004,7,Jason Schmidt,Shutouts,3,San Francisco,Top 25
2525,National League,2004,8,Randy Johnson,Strikeouts,290,Arizona,Top 25
2526,National League,2004,9,Roger Clemens,Winning Percentage,.818,Houston,Top 25
2527,National League,2005,1,Chris Carpenter,Complete Games,7,St. Louis,Top 25
2528,National League,2005,2,Dontrelle Willis,Complete Games,7,Florida,Top 25
2529,National League,2005,3,Roger Clemens,ERA,1.87,Houston,Top 25
2530,National League,2005,4,Scott Eyre,Games,86,San Francisco,Top 25
2531,National League,2005,5,Chad Cordero,Saves,47,Washington,Top 25
2532,National League,2005,6,Dontrelle Willis,Shutouts,5,Florida,Top 25
2533,National League,2005,7,Jake Peavy,Strikeouts,216,San Diego,Top 25
2534,National League,2005,8,Chris Carpenter,Winning Percentage,.808,St. Louis,Top 25
2535,National League,2006,1,Aaron Harang,Complete Games,6,Cincinnati,Top 25
2536,National League,2006,2,Roy Oswalt,ERA,2.98,Houston,Top 25
2537,National League,2006,3,Salomon Torres,Games,94,Pittsburgh,Top 25
2538,National League,2006,4,Trevor Hoffman,Saves,46,San Diego,Top 25
2539,National League,2006,5,Chris Carpenter,Shutouts,3,St. Louis,Top 25
2540,National League,2006,6,Brandon Webb,Shutouts,3,Arizona,Top 25
2541,National League,2006,7,Aaron Harang,Strikeouts,216,Cincinnati,Top 25
2542,National League,2006,8,Carlos Zambrano,Winning Percentage,.696,Chicago,Top 25
2543,National League,2006,9,Aaron Harang,Wins,16,Cincinnati,Top 25
2544,National League,2006,10,Derek Lowe,Wins,16,Los Angeles,Top 25
2545,National League,2006,11,Brad Penny,Wins,16,Los Angeles,Top 25
2546,National League,2006,12,John Smoltz,Wins,16,Atlanta,Top 25
2547,National League,2006,13,Brandon Webb,Wins,16,Arizona,Top 25
2548,National League,2006,14,Carlos Zambrano,Wins,16,Chicago,Top 25
2549,National League,2007,1,Brandon Webb,Complete Games,4,Arizona,Top 25
2550,National League,2007,2,Jake Peavy,ERA,2.54,San Diego,Top 25
2551,National League,2007,3,Jon Rauch,Games,88,Washington,Top 25
2552,National League,2007,4,Jose Valverde,Saves,47,Arizona,Top 25
2553,National League,2007,5,Brandon Webb,Shutouts,3,Arizona,Top 25
2554,National League,2007,6,Jake Peavy,Strikeouts,240,San Diego,Top 25
2555,National League,2007,7,Brad Penny,Winning Percentage,.800,Los Angeles,Top 25
2556,National League,2007,8,Jake Peavy,Wins,19,San Diego,Top 25
2557,National League,2008,1,C.C. Sabathia,Complete Games,7,Milwaukee,Top 25
2558,National League,2008,2,Johan Santana,ERA,2.53,New York,Top 25
2559,National League,2008,3,Pedro Feliciano,Games,86,New York,Top 25
2560,National League,2008,4,Jose Valverde,Saves,44,Houston,Top 25
2561,National League,2008,5,C.C. Sabathia,Shutouts,3,Milwaukee,Top 25
2562,National League,2008,6,Ben Sheets,Shutouts,3,Milwaukee,Top 25
2563,National League,2008,7,Tim Lincecum,Strikeouts,265,San Francisco,Top 25
2564,National League,2008,8,Tim Lincecum,Winning Percentage,.783,San Francisco,Top 25
2565,National League,2008,9,Brandon Webb,Wins,22,Arizona,Top 25
2566,National League,2009,1,Matt Cain,Complete Games,4,San Francisco,Top 25
2567,National League,2009,2,Tim Lincecum,Complete Games,4,San Francisco,Top 25
2568,National League,2009,3,Chris Carpenter,ERA,2.24,St. Louis,Top 25
2569,National League,2009,4,Pedro Feliciano,Games,88,New York,Top 25
2570,National League,2009,5,Heath Bell,Saves,42,San Diego,Top 25
2571,National League,2009,6,Bronson Arroyo,Shutouts,2,Cincinnati,Top 25
2572,National League,2009,7,Cole Hamels,Shutouts,2,Philadelphia,Top 25
2573,National League,2009,8,J.A. Happ,Shutouts,2,Philadelphia,Top 25
2574,National League,2009,9,Tim Lincecum,Shutouts,2,San Francisco,Top 25
2575,National League,2009,10,Joel Pineiro,Shutouts,2,St. Louis,Top 25
2576,National League,2009,11,Tim Lincecum,Strikeouts,261,San Francisco,Top 25
2577,National League,2009,12,Chris Carpenter,Winning Percentage,.810,St. Louis,Top 25
2578,National League,2010,1,Roy Hallady,Complete Games,9,Philadelphia,Top 25
2579,National League,2010,2,Josh Johnson,ERA,2.30,Florida,Top 25
2580,National League,2010,3,Pedro Feliciano,Games,92,New York,Top 25
2581,National League,2010,4,Brian Wilson,Saves,48,San Francisco,Top 25
2582,National League,2010,5,Roy Hallady,Shutouts,4,Philadelphia,Top 25
2583,National League,2010,6,Tim Lincecum,Strikeouts,231,San Francisco,Top 25
2584,National League,2010,7,Ubaldo Jimenez,Winning Percentage,.704,Colorado,Top 25
2585,National League,2011,1,Roy Halladay,Complete Games,8,Philadelphia,Top 25
2586,National League,2011,2,Clayton Kershaw,ERA,2.28,Los Angeles,Top 25
2587,National League,2011,3,Jonny Venters,Games,85,Atlanta,Top 25
2588,National League,2011,4,John Axford,Saves,46,Milwaukee,Top 25
2589,National League,2011,5,Craig Kimbrel,Saves,46,Atlanta,Top 25
2590,National League,2011,6,Cliff Lee,Shutouts,6,Philadelphia,Top 25
2591,National League,2011,7,Clayton Kershaw,Strikeouts,248,Los Angeles,Top 25
2592,National League,2011,8,Ian Kennedy,Winning Percentage,.840,Arizona,Top 25
2593,National League,2011,9,Ian Kennedy,Wins,21,Arizona,Top 25
2594,National League,2012,1,R.A. Dickey,Complete Games,5,New York,Top 25
2595,National League,2012,2,Clayton Kershaw,ERA,2.53,Los Angeles,Top 25
2596,National League,2012,3,Matt Belisle,Games,80,Colorado,Top 25
2597,National League,2012,4,Shawn Camp,Games,80,Chicago,Top 25
2598,National League,2012,5,Randy Choate,Games,80,Miami / Los Angeles,Top 25
2599,National League,2012,6,Craig Kimbrel,Saves,42,Atlanta,Top 25
2600,National League,2012,7,Jason Motte,Saves,42,St. Louis,Top 25
2601,National League,2012,8,R.A. Dickey,Shutouts,3,New York,Top 25
2602,National League,2012,9,R.A. Dickey,Strikeouts,230,New York,Top 25
2603,National League,2012,10,Kyle Lohse,Winning Percentage,.842,St. Louis,Top 25
2604,National League,2012,11,Gio Gonzalez,Wins,21,Washington,Top 25
2605,National League,2013,1,Adam Wainwright,Complete Games,4,St. Louis,Top 25
2606,National League,2013,2,Jordan Zimmermann,Complete Games,4,Washington,Top 25
2607,National League,2013,3,Clayton Kershaw,ERA,1.83,Los Angeles,Top 25
2608,National League,2013,4,Brad Ziegler,Games,78,Arizona,Top 25
2609,National League,2013,5,Craig Kimbrel,Saves,50,Atlanta,Top 25
2610,National League,2013,6,Clayton Kershaw,Shutouts,3,Los Angeles,Top 25
2611,National League,2013,7,Adam Wainwright,Shutouts,3,St. Louis,Top 25
2612,National League,2013,8,Jordan Zimmermann,Shutouts,3,Washington,Top 25
2613,National League,2013,9,Clayton Kershaw,Strikeouts,232,Los Angeles,Top 25
2614,National League,2013,10,Zack Greinke,Winning Percentage,.789,Los Angeles,Top 25
2615,National League,2013,11,Adam Wainwright,Wins,19,St. Louis,Top 25
2616,National League,2014,1,Clayton Kershaw,Complete Games,6,Los Angeles,Top 25
2617,National League,2014,2,Clayton Kershaw,ERA,1.77,Los Angeles,Top 25
2618,National League,2014,3,Will Smith,Games,78,Milwaukee,Top 25
2619,National League,2014,4,Tony Watson,Games,78,Pittsburgh,Top 25
2620,National League,2014,5,Craig Kimbrel,Saves,47,Atlanta,Top 25
2621,National League,2014,6,Henderson Alvarez,Shutouts,4,Miami,Top 25
2622,National League,2014,7,Johnny Cueto,Strikeouts,242,Cincinnati,Top 25
2623,National League,2014,8,Stephen Strasburg,Strikeouts,242,Washington,Top 25
2624,National League,2014,9,Clayton Kershaw,Winning Percentage,.875,Los Angeles,Top 25
2625,National League,2014,10,Clayton Kershaw,Wins,21,Los Angeles,Top 25
2626,National League,2015,1,Jake Arrieta,Complete Games,4,Chicago,Top 25
2627,National League,2015,2,Madison Bumgarner,Complete Games,4,San Francisco,Top 25
2628,National League,2015,3,Clayton Kershaw,Complete Games,4,Los Angeles,Top 25
2629,National League,2015,4,Max Scherzer,Complete Games,4,Washington,Top 25
2630,National League,2015,5,Zack Greinke,ERA,1.66,Los Angeles,Top 25
2631,National League,2015,6,Kevin Siegrist,Games,81,St. Louis,Top 25
2632,National League,2015,7,Mark Melancon,Saves,51,Pittsburgh,Top 25
2633,National League,2015,8,Jake Arrieta,Shutouts,3,Chicago,Top 25
2634,National League,2015,9,Clayton Kershaw,Shutouts,3,Los Angeles,Top 25
2635,National League,2015,10,Max Scherzer,Shutouts,3,Washington,Top 25
2636,National League,2015,11,Clayton Kershaw,Strikeouts,301,Los Angeles,Top 25
2637,National League,2015,12,Zack Greinke,Winning Percentage,.864,Los Angeles,Top 25
2638,National League,2016,1,Johnny Cueto,Complete Games,5,San Francisco,Top 25
2639,National League,2016,2,Kyle Hendricks,ERA,2.13,Chicago,Top 25
2640,National League,2016,3,Brad Hand,Games,82,San Diego,Top 25
2641,National League,2016,4,Jeurys Familia,Saves,51,New York,Top 25
2642,National League,2016,5,Clayton Kershaw,Shutouts,3,Los Angeles,Top 25
2643,National League,2016,6,Max Scherzer,Strikeouts,284,Washington,Top 25
2644,National League,2016,7,Jon Lester,Winning Percentage,.792,Chicago,Top 25
2645,National League,2017,1,Carlos Martinez,Complete Games,2,St. Louis Cardinals,Top 25
2646,National League,2017,2,Ivan Nova,Complete Games,2,Pittsburgh Pirates,Top 25
2647,National League,2017,3,Clayton Richard,Complete Games,2,San Diego Padres,Top 25
2648,National League,2017,4,Max Scherzer,Complete Games,2,Washington Nationals,Top 25
2649,National League,2017,5,Clayton Kershaw,ERA,2.21,Los Angeles Dodgers,Top 25
2650,National League,2017,6,Corey Knebel,Games,76,Milwaukee Brewers,Top 25
2651,National League,2017,7,Greg Holland,Saves,41,Colorado Rockies,Top 25
2652,National League,2017,8,Kenley Jansen,Saves,41,Los Angeles Dodgers,Top 25
2653,National League,2017,9,Carlos Martinez,Shutouts,2,St. Louis Cardinals,Top 25
2654,National League,2017,10,Max Scherzer,Strikeouts,268,Washington Nationals,Top 25
2655,National League,2017,11,Clayton Kershaw,Winning Percentage,.818,Los Angeles Dodgers,Top 25
2656,National League,2018,1,Michael Foltynewicz,Complete Games,2,Atlanta Braves,Top 25
2657,National League,2018,2,Max Scherzer,Complete Games,2,Washington Nationals,Top 25
2658,National League,2018,3,Noah Syndergaard,Complete Games,2,New York Mets,Top 25
2659,National League,2018,4,Jameson Taillon,Complete Games,2,Pittsburgh Pirates,Top 25
2660,National League,2018,5,Jacob deGrom,ERA,1.70,New York Mets,Top 25
2661,National League,2018,6,Brad Ziegler,Games,82,Miami Marlins,Top 25
2662,National League,2018,7,Brad Ziegler,Games,82,Arizona Diamondbacks,Top 25
2663,National League,2018,8,Wade Davis,Saves,43,Colorado Rockies,Top 25
2664,National League,2018,9,Patrick Corbin,Shutouts,1,Arizona Diamondbacks,Top 25
2665,National League,2018,10,Michael Foltynewicz,Shutouts,1,Atlanta Braves,Top 25
2666,National League,2018,11,Miles Mikolas,Shutouts,1,St. Louis Cardinals,Top 25
2667,National League,2018,12,Max Scherzer,Shutouts,1,Washington Nationals,Top 25
2668,National League,2018,13,Chris Stratton,Shutouts,1,San Francisco Giants,Top 25
2669,National League,2018,14,Noah Syndergaard,Shutouts,1,New York Mets,Top 25
2670,National League,2018,15,Jameson Taillon,Shutouts,1,Pittsburgh Pirates,Top 25
2671,National League,2018,16,Trevor Williams,Shutouts,1,Pittsburgh Pirates,Top 25
2672,National League,2018,17,Max Scherzer,Strikeouts,300,Washington Nationals,Top 25
2673,National League,2018,18,Miles Mikolas,Winning Percentage,.818,St. Louis Cardinals,Top 25
2674,National League,2018,19,Jon Lester,Wins,18,Chicago Cubs,Top 25
2675,National League,2018,20,Miles Mikolas,Wins,18,St. Louis Cardinals,Top 25
2676,National League,2018,21,Max Scherzer,Wins,18,Washington Nationals,Top 25
2677,National League,2019,1,Sandy Alcantara,Complete Games,2,Miami Marlins,Top 25
2678,National League,2019,2,Walker Buehler,Complete Games,2,Los Angeles Dodgers,Top 25
2679,National League,2019,3,Zach Eflin,Complete Games,2,Philadelphia Phillies,Top 25
2680,National League,2019,4,Hyun-Jin Ryu,ERA,2.32,Los Angeles Dodgers,Top 25
2681,National League,2019,5,Alex Claudio,Games,83,Milwaukee Brewers,Top 25
2682,National League,2019,6,Kirby Yates,Saves,41,San Diego Padres,Top 25
2683,National League,2019,7,Sandy Alcantara,Shutouts,2,Miami Marlins,Top 25
2684,National League,2019,8,Jacob deGrom,Strikeouts,255,New York Mets,Top 25
2685,National League,2019,9,Walker Buehler,Winning Percentage,.778,Los Angeles Dodgers,Top 25
2686,National League,2020,1,Trevor Bauer,Complete Games,2,Cincinnati Reds,Top 25
2687,National League,2020,2,Aaron Nola,Complete Games,2,Philadelphia Phillies,Top 25
2688,National League,2020,3,Adam Wainwright,Complete Games,2,St. Louis Cardinals,Top 25
2689,National League,2020,4,Trevor Bauer,ERA,1.73,Cincinnati Reds,Top 25
2690,National League,2020,5,Tyler Rogers,Games,29,San Francisco Giants,Top 25
2691,National League,2020,6,Josh Hader,Saves,13,Milwaukee Brewers,Top 25
2692,National League,2020,7,Trevor Bauer,Shutouts,2,Cincinnati Reds,Top 25
2693,National League,2020,8,Jacob deGrom,Strikeouts,104,New York Mets,Top 25
2694,National League,2020,9,Max Fried,Winning Percentage,1.000,Atlanta Braves,Top 25
2695,National League,2020,10,Yu Darvish,Wins,8,Chicago Cubs,Top 25
2696,National League,2021,1,German Marquez,Complete Games,3,Colorado Rockies,Top 25
2697,National League,2021,2,Adam Wainwright,Complete Games,3,St. Louis Cardinals,Top 25
2698,National League,2021,3,Zack Wheeler,Complete Games,3,Philadelphia Phillies,Top 25
2699,National League,2021,4,Corbin Burnes,ERA,2.43,Milwaukee Brewers,Top 25
2700,National League,2021,5,Tyler Rogers,Games,80,San Francisco Giants,Top 25
2701,National League,2021,6,Mark Melancon,Saves,39,San Diego Padres,Top 25
2702,National League,2021,7,Anthony DeSclafani,Shutouts,2,San Francisco Giants,Top 25
2703,National League,2021,8,Max Fried,Shutouts,2,Atlanta Braves,Top 25
2704,National League,2021,9,Joe Musgrove,Shutouts,2,San Diego Padres,Top 25
2705,National League,2021,10,Zack Wheeler,Shutouts,2,Philadelphia Phillies,Top 25
2706,National League,2021,11,Zack Wheeler,Strikeouts,247,Philadelphia Phillies,Top 25
2707,National League,2021,12,Julio Urias,Winning Percentage,.870,Los Angeles Dodgers,Top 25
2708,National League,2021,13,Julio Urias,Wins,20,Los Angeles Dodgers,Top 25
2709,National League,2022,1,Sandy Alcantara,Complete Games,6,Miami Marlins,Top 25
2710,National League,2022,2,Julio Urías,ERA,2.16,Los Angeles Dodgers,Top 25
2711,National League,2022,3,John Brebbia,Games,76,San Francisco Giants,Top 25
2712,National League,2022,4,Kenley Jansen,Saves,41,Atlanta Braves,Top 25
2713,National League,2022,5,Sandy Alcantara,Shutouts,1,Miami Marlins,Top 25
2714,National League,2022,6,Walker Buehler,Shutouts,1,Los Angeles Dodgers,Top 25
2715,National League,2022,7,Bryce Elder,Shutouts,1,Atlanta Braves,Top 25
2716,National League,2022,8,Hunter Greene,Shutouts,1,Cincinnati Reds,Top 25
2717,National League,2022,9,Chad Kuhl,Shutouts,1,Colorado Rockies,Top 25
2718,National League,2022,10,Jordan Montgomery,Shutouts,1,St. Louis Cardinals,Top 25
2719,National League,2022,11,Aaron Nola,Shutouts,1,Philadelphia Phillies,Top 25
2720,National League,2022,12,Corbin Burnes,Strikeouts,243,Milwaukee Brewers,Top 25
2721,National League,2022,13,Kyle Wright,Winning Percentage,.808,Atlanta Braves,Top 25
2722,National League,2022,14,Kyle Wright,Wins,21,Atlanta Braves,Top 25
2723,National League,2023,1,Sandy Alcantara,Complete Games,3,Miami Marlins,Top 25
2724,National League,2023,2,Blake Snell,ERA,2.25,San Diego Padres,Top 25
2725,National League,2023,3,Miguel Castro,Games,75,Arizona Diamondbacks,Top 25
2726,National League,2023,4,David Bednar,Saves,39,Pittsburgh Pirates,Top 25
2727,National League,2023,5,Camilo Doval,Saves,39,San Francisco Giants,Top 25
2728,National League,2023,6,Sandy Alcantara,Shutouts,1,Miami Marlins,Top 25
2729,National League,2023,7,Alex Cobb,Shutouts,1,San Francisco Giants,Top 25
2730,National League,2023,8,Max Fried,Shutouts,1,Atlanta Braves,Top 25
2731,National League,2023,9,Zac Gallen,Shutouts,1,Arizona Diamondbacks,Top 25
2732,National League,2023,10,Mitch Keller,Shutouts,1,Pittsburgh Pirates,Top 25
