id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
414,American League,1947,3,,14,,,,Boston Red Sox,71,,83,.539
415,American League,1947,4,,17,,,,Cleveland Indians,74,,80,.519
416,American League,1947,5,,19,,,,Philadelphia Athletics,76,,78,.506
417,American League,1947,6,,27,,,,Chicago White Sox,84,,70,.455
418,American League,1948,1,,0,,,,Cleveland Indians,58,,97,.626
419,American League,1948,2,,1,,,,Boston Red Sox,59,,96,.619
420,American League,1948,3,,2½,,,,New York Yankees,60,,94,.610
421,American League,1948,4,,12½,,,,Philadelphia Athletics,70,,84,.545
422,American League,1948,5,,18½,,,,Detroit Tigers,76,,78,.506
423,American League,1948,6,,37,,,,St. Louis Browns,94,,59,.386
424,American League,1949,1,,0,,,,New York Yankees,57,,97,.630
425,American League,1949,2,,1,,,,Boston Red Sox,58,,96,.623
426,American League,1949,3,,8,,,,Cleveland Indians,65,,89,.578
427,American League,1949,4,,10,,,,Detroit Tigers,67,,87,.565
428,American League,1949,5,,16,,,,Philadelphia Athletics,73,,81,.526
429,American League,1949,6,,34,,,,Chicago White Sox,91,,63,.409
430,American League,1950,1,,0,,,,New York Yankees,56,,98,.636
431,American League,1950,2,,3,,,,Detroit Tigers,59,,95,.617
432,American League,1950,3,,4,,,,Boston Red Sox,60,,94,.610
433,American League,1950,4,,6,,,,Cleveland Indians,62,,92,.597
434,American League,1950,5,,31,,,,Washington Senators,87,,67,.435
435,American League,1950,6,,39,,,,Chicago White Sox,94,,60,.390
436,American League,1951,1,,0,,,,New York Yankees,56,,98,.636
437,American League,1951,2,,5,,,,Cleveland Indians,61,,93,.604
438,American League,1951,3,,11,,,,Boston Red Sox,67,,87,.565
439,American League,1951,4,,17,,,,Chicago White Sox,73,,81,.526
440,American League,1951,5,,25,,,,Detroit Tigers,81,,73,.474
441,American League,1951,6,,28,,,,Philadelphia Athletics,84,,70,.455
442,American League,1952,1,,0,,,,New York Yankees,59,,95,.617
443,American League,1952,2,,2,,,,Cleveland Indians,61,,93,.604
444,American League,1952,3,,14,,,,Chicago White Sox,73,,81,.526
445,American League,1952,4,,16,,,,Philadelphia Athletics,75,,79,.513
446,American League,1952,5,,17,,,,Washington Senators,76,,78,.506
447,American League,1952,6,,19,,,,Boston Red Sox,78,,76,.494
448,American League,1953,1,,0,,,,New York Yankees,52,,99,.656
449,American League,1953,2,,8½,,,,Cleveland Indians,62,,92,.597
450,American League,1953,3,,11½,,,,Chicago White Sox,65,,89,.578
451,American League,1953,4,,16,,,,Boston Red Sox,69,,84,.549
452,American League,1953,5,,23½,,,,Washington Senators,76,,76,.500
453,American League,1953,6,,40½,,,,Detroit Tigers,94,,60,.390
454,American League,1954,1,,0,,,,Cleveland Indians,43,,111,.721
455,American League,1954,2,,8,,,,New York Yankees,51,,103,.669
456,American League,1954,3,,17,,,,Chicago White Sox,60,,94,.610
457,American League,1954,4,,42,,,,Boston Red Sox,85,,69,.448
458,American League,1954,5,,43,,,,Detroit Tigers,86,,68,.442
459,American League,1954,6,,45,,,,Washington Senators,88,,66,.429
460,American League,1955,1,,0,,,,New York Yankees,58,,96,.623
461,American League,1955,2,,3,,,,Cleveland Indians,61,,93,.604
462,American League,1955,3,,5,,,,Chicago White Sox,63,,91,.591
463,American League,1955,4,,12,,,,Boston Red Sox,70,,84,.545
464,American League,1955,5,,17,,,,Detroit Tigers,75,,79,.513
465,American League,1955,6,,33,,,,Kansas City Athletics,91,,63,.409
466,American League,1955,7,,39,,,,Baltimore Orioles,97,,57,.370
467,American League,1955,8,,43,,,,Washington Senators,101,,53,.344
468,American League,1956,1,,0,,,,New York Yankees,57,,97,.630
469,American League,1956,2,,9,,,,Cleveland Indians,66,,88,.571
470,American League,1956,3,,12,,,,Chicago White Sox,69,,85,.552
471,American League,1956,4,,13,,,,Boston Red Sox,70,,84,.545
472,American League,1956,5,,15,,,,Detroit Tigers,72,,82,.532
473,American League,1956,6,,28,,,,Baltimore Orioles,85,,69,.448
474,American League,1957,1,,0,,,,New York Yankees,56,,98,.636
475,American League,1957,2,,8,,,,Chicago White Sox,64,,90,.584
476,American League,1957,3,,16,,,,Boston Red Sox,72,,82,.532
477,American League,1957,4,,20,,,,Detroit Tigers,76,,78,.506
478,American League,1957,5,,21,,,,Baltimore Orioles,76,,76,.500
479,American League,1957,6,,21½,,,,Cleveland Indians,77,,76,.497
480,American League,1958,1,,0,,,,New York Yankees,62,,92,.597
481,American League,1958,2,,10,,,,Chicago White Sox,72,,82,.532
482,American League,1958,3,,13,,,,Boston Red Sox,75,,79,.513
483,American League,1958,4,,14½,,,,Cleveland Indians,76,,77,.503
484,American League,1958,5,,15,,,,Detroit Tigers,77,,77,.500
485,American League,1958,6,,17½,,,,Baltimore Orioles,79,,74,.484
486,American League,1959,1,,0,,,,Chicago White Sox,60,,94,.610
487,American League,1959,2,,5,,,,Cleveland Indians,65,,89,.578
488,American League,1959,3,,15,,,,New York Yankees,75,,79,.513
489,American League,1959,4,,18,,,,Detroit Tigers,78,,76,.494
490,American League,1959,5,,19,,,,Boston Red Sox,79,,75,.487
491,American League,1959,6,,20,,,,Baltimore Orioles,80,,74,.481
492,American League,1960,1,,0,,,,New York Yankees,57,,97,.630
493,American League,1960,2,,8,,,,Baltimore Orioles,65,,89,.578
494,American League,1960,3,,10,,,,Chicago White Sox,67,,87,.565
495,American League,1960,4,,21,,,,Cleveland Indians,78,,76,.494
496,American League,1960,5,,24,,,,Washington Senators,81,,73,.474
497,American League,1960,6,,26,,,,Detroit Tigers,83,,71,.461
498,American League,1961,1,,0,,,,New York Yankees,53,,109,.673
499,American League,1961,2,,8,,,,Detroit Tigers,61,,101,.623
500,American League,1961,3,,14,,,,Baltimore Orioles,67,,95,.586
501,American League,1961,4,,23,,,,Chicago White Sox,76,,86,.531
502,American League,1961,5,,30½,,,,Cleveland Indians,83,,78,.484
503,American League,1961,6,,33,,,,Boston Red Sox,86,,76,.469
504,American League,1961,7,,38,,,,Minnesota Twins,90,,70,.438
505,American League,1961,8,,39,,,,Los Angeles Angels,91,,70,.435
506,American League,1961,9,,47½,,,,Kansas City Athletics,100,,61,.379
507,American League,1961,10,,47½,,,,Washington Senators,100,,61,.379
508,American League,1962,1,,0,,,,New York Yankees,66,,96,.593
509,American League,1962,2,,5,,,,Minnesota Twins,71,,91,.562
510,American League,1962,3,,10,,,,Los Angeles Angels,76,,86,.531
511,American League,1962,4,,10½,,,,Detroit Tigers,76,,85,.528
512,American League,1962,5,,11,,,,Chicago White Sox,77,,85,.525
513,American League,1962,6,,16,,,,Cleveland Indians,82,,80,.494
514,American League,1962,7,,19,,,,Baltimore Orioles,85,,77,.475
515,American League,1962,8,,19,,,,Boston Red Sox,84,,76,.475
516,American League,1963,1,,0,,,,New York Yankees,57,,104,.646
517,American League,1963,2,,10½,,,,Chicago White Sox,68,,94,.580
518,American League,1963,3,,13,,,,Minnesota Twins,70,,91,.565
519,American League,1963,4,,18½,,,,Baltimore Orioles,76,,86,.531
520,American League,1963,5,,25½,,,,Detroit Tigers,83,,79,.488
521,American League,1963,6,,25½,,,,Cleveland Indians,83,,79,.488
522,American League,1963,7,,28,,,,Boston Red Sox,85,,76,.472
523,American League,1963,8,,31½,,,,Kansas City Athletics,89,,73,.451
524,American League,1964,1,,0,,,,New York Yankees,63,,99,.611
525,American League,1964,2,,1,,,,Chicago White Sox,64,,98,.605
526,American League,1964,3,,2,,,,Baltimore Orioles,65,,97,.599
527,American League,1964,4,,14,,,,Detroit Tigers,77,,85,.525
528,American League,1964,5,,17,,,,Los Angeles Angels,80,,82,.506
529,American League,1964,6,,20,,,,Minnesota Twins,83,,79,.488
530,American League,1964,7,,20,,,,Cleveland Indians,83,,79,.488
531,American League,1964,8,,27,,,,Boston Red Sox,90,,72,.444
532,American League,1964,9,,37,,,,Washington Senators,100,,62,.383
533,American League,1964,10,,42,,,,Kansas City Athletics,105,,57,.352
534,American League,1965,1,,0,,,,Minnesota Twins,60,,102,.630
535,American League,1965,2,,7,,,,Chicago White Sox,67,,95,.586
536,American League,1965,3,,8,,,,Baltimore Orioles,68,,94,.580
537,American League,1965,4,,13,,,,Detroit Tigers,73,,89,.549
538,American League,1965,5,,15,,,,Cleveland Indians,75,,87,.537
539,American League,1965,6,,25,,,,New York Yankees,85,,77,.475
540,American League,1965,7,,27,,,,California Angels,87,,75,.463
541,American League,1965,8,,32,,,,Washington Senators,92,,70,.432
542,American League,1965,9,,40,,,,Boston Red Sox,100,,62,.383
543,American League,1965,10,,43,,,,Kansas City Athletics,103,,59,.364
544,American League,1966,1,,0,,,,Baltimore Orioles,63,,97,.606
545,American League,1966,2,,9,,,,Minnesota Twins,73,,89,.549
546,American League,1966,3,,10,,,,Detroit Tigers,74,,88,.543
547,American League,1966,4,,15,,,,Chicago White Sox,79,,83,.512
548,American League,1966,5,,17,,,,Cleveland Indians,81,,81,.500
549,American League,1966,6,,18,,,,California Angels,82,,80,.494
550,American League,1966,7,,23,,,,Kansas City Athletics,86,,74,.463
551,American League,1966,8,,25½,,,,Washington Senators,88,,71,.447
552,American League,1966,9,,25,,,,Boston Red Sox,90,,72,.444
553,American League,1966,10,,26½,,,,New York Yankees,89,,70,.440
554,American League,1967,1,,0,,,,Boston Red Sox,70,,92,.568
555,American League,1967,2,,1,,,,Minnesota Twins,71,,91,.562
556,American League,1967,3,,1,,,,Detroit Tigers,71,,91,.562
557,American League,1967,4,,3,,,,Chicago White Sox,73,,89,.549
558,American League,1967,5,,7½,,,,California Angels,77,,84,.522
559,American League,1967,6,,15½,,,,Washington Senators,85,,76,.472
560,American League,1967,7,,15½,,,,Baltimore Orioles,85,,76,.472
561,American League,1967,8,,17,,,,Cleveland Indians,87,,75,.463
562,American League,1967,9,,20,,,,New York Yankees,90,,72,.444
563,American League,1967,10,,29½,,,,Kansas City Athletics,99,,62,.385
564,American League,1968,1,,0,,,,Detroit Tigers,59,,103,.636
565,American League,1968,2,,12,,,,Baltimore Orioles,71,,91,.562
566,American League,1968,3,,16½,,,,Cleveland Indians,75,,86,.534
567,American League,1968,4,,17,,,,Boston Red Sox,76,,86,.531
568,American League,1968,5,,20,,,,New York Yankees,79,,83,.512
569,American League,1968,6,,21,,,,Oakland Athletics,80,,82,.506
570,American League,1968,7,,24,,,,Minnesota Twins,83,,79,.488
571,American League,1968,8,,36,,,,California Angels,95,,67,.414
572,American League,1969,1,East,0,,,,Baltimore Orioles,53,,109,.673
573,American League,1969,2,East,19,,,,Detroit Tigers,72,,90,.556
574,American League,1969,3,East,22,,,,Boston Red Sox,75,,87,.537
575,American League,1969,4,East,23,,,,Washington Senators,76,,86,.531
576,American League,1969,5,East,28½,,,,New York Yankees,81,,80,.497
577,American League,1969,6,East,46½,,,,Cleveland Indians,99,,62,.385
578,American League,1969,7,West,0,,,,Minnesota Twins,65,,97,.599
579,American League,1969,8,West,9,,,,Oakland Athletics,74,,88,.543
580,American League,1969,9,West,26,,,,California Angels,91,,71,.438
581,American League,1969,10,West,28,,,,Kansas City Royals,93,,69,.426
582,American League,1969,11,West,29,,,,Chicago White Sox,94,,68,.420
583,American League,1969,12,West,33,,,,Seattle Pilots,98,,64,.395
584,American League,1970,1,East,0,,,,Baltimore Orioles,54,,108,.667
585,American League,1970,2,East,15,,,,New York Yankees,69,,93,.574
586,American League,1970,3,East,21,,,,Boston Red Sox,75,,87,.537
587,American League,1970,4,East,29,,,,Detroit Tigers,83,,79,.488
588,American League,1970,5,East,32,,,,Cleveland Indians,86,,76,.469
589,American League,1970,6,East,38,,,,Washington Senators,92,,70,.432
590,American League,1970,7,West,0,,,,Minnesota Twins,64,,98,.605
591,American League,1970,8,West,9,,,,Oakland Athletics,73,,89,.549
592,American League,1970,9,West,12,,,,California Angels,76,,86,.531
593,American League,1970,10,West,33,,,,Milwaukee Brewers,97,,65,.401
594,American League,1970,11,West,33,,,,Kansas City Royals,97,,65,.401
595,American League,1970,12,West,41,,,,Chicago White Sox,106,,56,.346
596,American League,1971,1,East,0,,,,Baltimore Orioles,57,,101,.639
597,American League,1971,2,East,12,,,,Detroit Tigers,71,,91,.562
598,American League,1971,3,East,18,,,,Boston Red Sox,77,,85,.525
599,American League,1971,4,East,21,,,,New York Yankees,80,,82,.506
600,American League,1971,5,East,38½,,,,Washington Senators,96,,63,.396
601,American League,1971,6,East,43,,,,Cleveland Indians,102,,60,.370
602,American League,1971,7,West,0,,,,Oakland Athletics,60,,101,.627
603,American League,1971,8,West,16,,,,Kansas City Royals,76,,85,.528
604,American League,1971,9,West,22½,,,,Chicago White Sox,83,,79,.488
605,American League,1971,10,West,25½,,,,California Angels,86,,76,.469
606,American League,1971,11,West,26½,,,,Minnesota Twins,86,,74,.463
607,American League,1971,12,West,27½,,,,Milwaukee Brewers,92,,69,.429
608,American League,1972,1,East,0,,,,Detroit Tigers,70,,86,.551
609,American League,1972,2,East,½,,,,Boston Red Sox,70,,85,.548
610,American League,1972,3,East,5,,,,Baltimore Orioles,74,,80,.519
611,American League,1972,4,East,6½,,,,New York Yankees,76,,79,.510
612,American League,1972,5,East,14,,,,Cleveland Indians,84,,72,.462
613,American League,1972,6,East,21,,,,Milwaukee Brewers,91,,65,.417
614,American League,1972,7,West,0,,,,Oakland Athletics,62,,93,.600
615,American League,1972,8,West,5½,,,,Chicago White Sox,67,,87,.565
616,American League,1972,9,West,15½,,,,Minnesota Twins,77,,77,.500
617,American League,1972,10,West,16½,,,,Kansas City Royals,78,,76,.494
618,American League,1972,11,West,18,,,,California Angels,80,,75,.484
619,American League,1972,12,West,38½,,,,Texas Rangers,100,,54,.351
620,American League,1973,1,East,0,,,,Baltimore Orioles,65,,97,.599
621,American League,1973,2,East,8,,,,Boston Red Sox,73,,89,.549
622,American League,1973,3,East,12,,,,Detroit Tigers,77,,85,.525
623,American League,1973,4,East,17,,,,New York Yankees,82,,80,.494
624,American League,1973,5,East,23,,,,Milwaukee Brewers,88,,74,.457
625,American League,1973,6,East,26,,,,Cleveland Indians,91,,71,.438
626,American League,1973,7,West,0,,,,Oakland Athletics,68,,94,.580
627,American League,1973,8,West,6,,,,Kansas City Royals,74,,88,.543
628,American League,1973,9,West,13,,,,Minnesota Twins,81,,81,.500
629,American League,1973,10,West,15,,,,California Angels,83,,79,.488
630,American League,1973,11,West,17,,,,Chicago White Sox,85,,77,.475
631,American League,1973,12,West,40,,,,Texas Rangers,105,,57,.352
632,American League,1974,1,East,0,,,,Baltimore Orioles,71,,91,.562
633,American League,1974,2,East,2,,,,New York Yankees,73,,89,.549
634,American League,1974,3,East,7,,,,Boston Red Sox,78,,84,.519
635,American League,1974,4,East,14,,,,Cleveland Indians,85,,77,.475
636,American League,1974,5,East,15,,,,Milwaukee Brewers,86,,76,.469
637,American League,1974,6,East,19,,,,Detroit Tigers,90,,72,.444
638,American League,1974,7,West,0,,,,Oakland Athletics,72,,90,.556
639,American League,1974,8,West,5,,,,Texas Rangers,76,,84,.525
640,American League,1974,9,West,8,,,,Minnesota Twins,80,,82,.506
641,American League,1974,10,West,9,,,,Chicago White Sox,80,,80,.500
642,American League,1974,11,West,13,,,,Kansas City Royals,85,,77,.475
643,American League,1974,12,West,29,,,,California Angels,94,,68,.420
644,American League,1975,1,East,0,,,,Boston Red Sox,65,,95,.594
645,American League,1975,2,East,4½,,,,Baltimore Orioles,69,,90,.566
646,American League,1975,3,East,12,,,,New York Yankees,77,,83,.519
647,American League,1975,4,East,15½,,,,Cleveland Indians,80,,79,.497
648,American League,1975,5,East,28,,,,Milwaukee Brewers,94,,68,.420
649,American League,1975,6,East,37½,,,,Detroit Tigers,102,,57,.358
650,American League,1975,7,West,0,,,,Oakland Athletics,64,,98,.605
651,American League,1975,8,West,7,,,,Kansas City Royals,71,,91,.562
652,American League,1975,9,West,19,,,,Texas Rangers,83,,79,.488
653,American League,1975,10,West,20½,,,,Minnesota Twins,83,,76,.478
654,American League,1975,11,West,22½,,,,Chicago White Sox,86,,75,.466
655,American League,1975,12,West,24½,,,,California Angels,89,,72,.447
656,American League,1976,1,East,0,,,,New York Yankees,62,,97,.610
657,American League,1976,2,East,10½,,,,Baltimore Orioles,74,,88,.543
658,American League,1976,3,East,15½,,,,Boston Red Sox,79,,83,.512
659,American League,1976,4,East,16,,,,Cleveland Indians,78,,81,.509
660,American League,1976,5,East,24,,,,Detroit Tigers,87,,74,.460
661,American League,1976,6,East,32,,,,Milwaukee Brewers,95,,66,.410
662,American League,1976,7,West,0,,,,Kansas City Royals,72,,90,.556
663,American League,1976,8,West,2½,,,,Oakland Athletics,74,,87,.540
664,American League,1976,9,West,5,,,,Minnesota Twins,77,,85,.525
665,American League,1976,10,West,14,,,,Texas Rangers,86,,76,.469
666,American League,1976,11,West,14,,,,California Angels,86,,76,.469
667,American League,1976,12,West,32½,,,,Chicago White Sox,97,,64,.398
668,American League,1977,1,East,0,,,,New York Yankees,62,,100,.613
669,American League,1977,2,East,2½,,,,Baltimore Orioles,64,,97,.602
670,American League,1977,3,East,2½,,,,Boston Red Sox,64,,97,.602
671,American League,1977,4,East,26,,,,Detroit Tigers,88,,74,.457
672,American League,1977,5,East,28½,,,,Cleveland Indians,90,,71,.441
673,American League,1977,6,East,33,,,,Milwaukee Brewers,95,,67,.414
674,American League,1977,7,East,45½,,,,Toronto Blue Jays,107,,54,.335
675,American League,1977,8,West,0,,,,Kansas City Royals,60,,102,.630
676,American League,1977,9,West,8,,,,Texas Rangers,68,,94,.580
677,American League,1977,10,West,12,,,,Chicago White Sox,72,,90,.556
678,American League,1977,11,West,17½,,,,Minnesota Twins,77,,84,.522
679,American League,1977,12,West,28,,,,California Angels,88,,74,.457
680,American League,1977,13,West,38,,,,Seattle Mariners,98,,64,.395
681,American League,1977,14,West,38½,,,,Oakland Athletics,98,,63,.391
682,American League,1978,1,East,0,,,,New York Yankees,63,,100,.613
683,American League,1978,2,East,1,,,,Boston Red Sox,64,,99,.607
684,American League,1978,3,East,6½,,,,Milwaukee Brewers,69,,93,.574
685,American League,1978,4,East,9,,,,Baltimore Orioles,71,,90,.559
686,American League,1978,5,East,13½,,,,Detroit Tigers,76,,86,.531
