id,league,year,year_id,Earned Run Average,Statistic,Statistic Value,Team,Total Complete Games,Total Earned Runs,Total Games,Total Hit By Pitch,Total Hits,Total Hits Allowed,Total Home Runs,Total Innings Pitched,Total Loses,Total Runs,Total Sacrifice Hits,Total Save Opportunities,Total Saves,Total Shutouts,Total Strikeouts,Total Walks,Total Wins
1327,National League,1937,5,,Fewest Walks Allowed,372,Boston,,,,,,,,,,,,,,,,,
1328,National League,1937,6,,Saves,18,Cincinnati,,,,,,,,,,,,,,,,,
1329,National League,1937,7,,Shutouts,16,Boston,,,,,,,,,,,,,,,,,
1330,National League,1938,1,,Complete Games,83,Boston,,,,,,,,,,,,,,,,,
1331,National League,1938,2,,ERA,3.38,Chicago,,,,,,,,,,,,,,,,,
1332,National League,1938,3,,Fewest Hits Allowed,"1,329",Cincinnati,,,,,,,,,,,,,,,,,
1333,National League,1938,4,,Fewest Home Runs Allowed,66,Boston,,,,,,,,,,,,,,,,,
1334,National League,1938,5,,Fewest Walks Allowed,389,New York,,,,,,,,,,,,,,,,,
1335,National League,1938,6,,Saves,18,Chicago,,,,,,,,,,,,,,,,,
1336,National League,1938,7,,Saves,18,New York,,,,,,,,,,,,,,,,,
1337,National League,1938,8,,Shutouts,16,Chicago,,,,,,,,,,,,,,,,,
1338,National League,1939,1,,Complete Games,86,Cincinnati,,,,,,,,,,,,,,,,,
1339,National League,1939,2,,ERA,3.28,Cincinnati,,,,,,,,,,,,,,,,,
1340,National League,1939,3,,Fewest Hits Allowed,"1,340",Cincinnati,,,,,,,,,,,,,,,,,
1341,National League,1939,4,,Fewest Home Runs Allowed,63,Boston,,,,,,,,,,,,,,,,,
1342,National League,1939,5,,Fewest Walks Allowed,399,Brooklyn,,,,,,,,,,,,,,,,,
1343,National League,1939,6,,Saves,32,St. Louis,,,,,,,,,,,,,,,,,
1344,National League,1939,7,,Shutouts,18,St. Louis,,,,,,,,,,,,,,,,,
1345,National League,1940,1,,Complete Games,91,Cincinnati,,,,,,,,,,,,,,,,,
1346,National League,1940,2,,ERA,3.05,Cincinnati,,,,,,,,,,,,,,,,,
1347,National League,1940,3,,Fewest Hits Allowed,"1,263",Cincinnati,,,,,,,,,,,,,,,,,
1348,National League,1940,4,,Fewest Home Runs Allowed,72,Pittsburgh,,,,,,,,,,,,,,,,,
1349,National League,1940,5,,Fewest Walks Allowed,393,Brooklyn,,,,,,,,,,,,,,,,,
1350,National League,1940,6,,Saves,24,Pittsburgh,,,,,,,,,,,,,,,,,
1351,National League,1940,7,,Shutouts,17,Brooklyn,,,,,,,,,,,,,,,,,
1352,National League,1941,1,,Complete Games,89,Cincinnati,,,,,,,,,,,,,,,,,
1353,National League,1941,2,,ERA,3.15,Brooklyn,,,,,,,,,,,,,,,,,
1354,National League,1941,3,,Fewest Hits Allowed,"1,236",Brooklyn,,,,,,,,,,,,,,,,,
1355,National League,1941,4,,Fewest Home Runs Allowed,60,Chicago,,,,,,,,,,,,,,,,,
1356,National League,1941,5,,Fewest Walks Allowed,449,Chicago,,,,,,,,,,,,,,,,,
1357,National League,1941,6,,Saves,22,Brooklyn,,,,,,,,,,,,,,,,,
1358,National League,1941,7,,Shutouts,19,Cincinnati,,,,,,,,,,,,,,,,,
1359,National League,1942,1,,Complete Games,80,Cincinnati,,,,,,,,,,,,,,,,,
1360,National League,1942,2,,ERA,2.55,St. Louis,,,,,,,,,,,,,,,,,
1361,National League,1942,3,,Fewest Hits Allowed,"1,192",St. Louis,,,,,,,,,,,,,,,,,
1362,National League,1942,4,,Fewest Home Runs Allowed,47,Cincinnati,,,,,,,,,,,,,,,,,
1363,National League,1942,5,,Fewest Walks Allowed,435,Pittsburgh,,,,,,,,,,,,,,,,,
1364,National League,1942,6,,Saves,24,Brooklyn,,,,,,,,,,,,,,,,,
1365,National League,1942,7,,Shutouts,18,St. Louis,,,,,,,,,,,,,,,,,
1366,National League,1943,1,,Complete Games,94,St. Louis,,,,,,,,,,,,,,,,,
1367,National League,1943,2,,ERA,2.57,St. Louis,,,,,,,,,,,,,,,,,
1368,National League,1943,3,,Fewest Hits Allowed,"1,246",St. Louis,,,,,,,,,,,,,,,,,
1369,National League,1943,4,,Fewest Home Runs Allowed,33,St. Louis,,,,,,,,,,,,,,,,,
1370,National League,1943,5,,Fewest Walks Allowed,394,Chicago,,,,,,,,,,,,,,,,,
1371,National League,1943,6,,Saves,22,Brooklyn,,,,,,,,,,,,,,,,,
1372,National League,1943,7,,Shutouts,21,St. Louis,,,,,,,,,,,,,,,,,
1373,National League,1944,1,,Complete Games,93,Cincinnati,,,,,,,,,,,,,,,,,
1374,National League,1944,2,,ERA,2.68,St. Louis,,,,,,,,,,,,,,,,,
1375,National League,1944,3,,Fewest Hits Allowed,"1,228",St. Louis,,,,,,,,,,,,,,,,,
1376,National League,1944,4,,Fewest Home Runs Allowed,49,Philadelphia,,,,,,,,,,,,,,,,,
1377,National League,1944,5,,Fewest Walks Allowed,390,Cincinnati,,,,,,,,,,,,,,,,,
1378,National League,1944,6,,Saves,21,New York,,,,,,,,,,,,,,,,,
1379,National League,1944,7,,Shutouts,26,St. Louis,,,,,,,,,,,,,,,,,
1380,National League,1944,8,,Strikeouts,637,St. Louis,,,,,,,,,,,,,,,,,
1381,National League,1945,1,,Complete Games,86,Chicago,,,,,,,,,,,,,,,,,
1382,National League,1945,2,,ERA,2.98,Chicago,,,,,,,,,,,,,,,,,
1383,National League,1945,3,,Fewest Hits Allowed,"1,301",Chicago,,,,,,,,,,,,,,,,,
1384,National League,1945,4,,Fewest Home Runs Allowed,57,Chicago,,,,,,,,,,,,,,,,,
1385,National League,1945,5,,Fewest Walks Allowed,385,Chicago,,,,,,,,,,,,,,,,,
1386,National League,1945,6,,Saves,26,Philadelphia,,,,,,,,,,,,,,,,,
1387,National League,1945,7,,Shutouts,18,St. Louis,,,,,,,,,,,,,,,,,
1388,National League,1946,1,,Complete Games,75,St. Louis,,,,,,,,,,,,,,,,,
1389,National League,1946,2,,ERA,3.01,St. Louis,,,,,,,,,,,,,,,,,
1390,National League,1946,3,,Fewest Hits Allowed,"1,280",Brooklyn,,,,,,,,,,,,,,,,,
1391,National League,1946,4,,Fewest Home Runs Allowed,50,Pittsburgh,,,,,,,,,,,,,,,,,
1392,National League,1946,5,,Fewest Walks Allowed,467,Cincinnati,,,,,,,,,,,,,,,,,
1393,National League,1946,6,,Saves,28,Brooklyn,,,,,,,,,,,,,,,,,
1394,National League,1946,7,,Shutouts,18,St. Louis,,,,,,,,,,,,,,,,,
1395,National League,1947,1,,Complete Games,74,Boston,,,,,,,,,,,,,,,,,
1396,National League,1947,2,,ERA,3.53,St. Louis,,,,,,,,,,,,,,,,,
1397,National League,1947,3,,Fewest Hits Allowed,"1,299",Brooklyn,,,,,,,,,,,,,,,,,
1398,National League,1947,4,,Fewest Home Runs Allowed,93,Boston,,,,,,,,,,,,,,,,,
1399,National League,1947,5,,Fewest Walks Allowed,453,Boston,,,,,,,,,,,,,,,,,
1400,National League,1947,6,,Saves,34,Brooklyn,,,,,,,,,,,,,,,,,
1401,National League,1947,7,,Shutouts,14,Boston,,,,,,,,,,,,,,,,,
1402,National League,1947,8,,Shutouts,14,Brooklyn,,,,,,,,,,,,,,,,,
1403,National League,1948,1,,Complete Games,70,Boston,,,,,,,,,,,,,,,,,
1404,National League,1948,2,,ERA,3.38,Boston,,,,,,,,,,,,,,,,,
1405,National League,1948,3,,Fewest Hits Allowed,"1,328",Brooklyn,,,,,,,,,,,,,,,,,
1406,National League,1948,4,,Fewest Home Runs Allowed,89,Chicago,,,,,,,,,,,,,,,,,
1407,National League,1948,5,,Fewest Walks Allowed,430,Boston,,,,,,,,,,,,,,,,,
1408,National League,1948,6,,Saves,22,Brooklyn,,,,,,,,,,,,,,,,,
1409,National League,1948,7,,Shutouts,15,New York,,,,,,,,,,,,,,,,,
1410,National League,1949,1,,Complete Games,68,Boston,,,,,,,,,,,,,,,,,
1411,National League,1949,2,,Complete Games,68,New York,,,,,,,,,,,,,,,,,
1412,National League,1949,3,,ERA,3.44,St. Louis,,,,,,,,,,,,,,,,,
1413,National League,1949,4,,Fewest Hits Allowed,"1,306",Brooklyn,,,,,,,,,,,,,,,,,
1414,National League,1949,5,,Fewest Home Runs Allowed,87,St. Louis,,,,,,,,,,,,,,,,,
1415,National League,1949,6,,Fewest Walks Allowed,502,Philadelphia,,,,,,,,,,,,,,,,,
1416,National League,1949,7,,Saves,19,St. Louis,,,,,,,,,,,,,,,,,
1417,National League,1949,8,,Shutouts,15,Brooklyn,,,,,,,,,,,,,,,,,
1418,National League,1950,1,,Complete Games,88,Boston,,,,,,,,,,,,,,,,,
1419,National League,1950,2,,ERA,3.50,Philadelphia,,,,,,,,,,,,,,,,,
1420,National League,1950,3,,Fewest Hits Allowed,"1,268",New York,,,,,,,,,,,,,,,,,
1421,National League,1950,4,,Fewest Home Runs Allowed,119,St. Louis,,,,,,,,,,,,,,,,,
1422,National League,1950,5,,Fewest Walks Allowed,530,Philadelphia,,,,,,,,,,,,,,,,,
1423,National League,1950,6,,Saves,27,Philadelphia,,,,,,,,,,,,,,,,,
1424,National League,1951,1,,Complete Games,73,Boston,,,,,,,,,,,,,,,,,
1425,National League,1951,2,,ERA,3.48,New York,,,,,,,,,,,,,,,,,
1426,National League,1951,3,,Fewest Hits Allowed,"1,334",New York,,,,,,,,,,,,,,,,,
1427,National League,1951,4,,Fewest Home Runs Allowed,96,Boston,,,,,,,,,,,,,,,,,
1428,National League,1951,5,,Fewest Walks Allowed,482,New York,,,,,,,,,,,,,,,,,
1429,National League,1951,6,,Saves,23,Cincinnati,,,,,,,,,,,,,,,,,
1430,National League,1951,7,,Saves,23,St. Louis,,,,,,,,,,,,,,,,,
1431,National League,1952,1,,Complete Games,80,Philadelphia,,,,,,,,,,,,,,,,,
1432,National League,1952,2,,ERA,3.07,Philadelphia,,,,,,,,,,,,,,,,,
1433,National League,1952,3,,Fewest Hits Allowed,"1,265",Chicago,,,,,,,,,,,,,,,,,
1434,National League,1952,4,,Fewest Home Runs Allowed,96,Philadelphia,,,,,,,,,,,,,,,,,
1435,National League,1952,5,,Fewest Walks Allowed,373,Philadelphia,,,,,,,,,,,,,,,,,
1436,National League,1952,6,,Saves,31,New York,,,,,,,,,,,,,,,,,
1437,National League,1953,1,,Complete Games,76,Philadelphia,,,,,,,,,,,,,,,,,
1438,National League,1953,2,,ERA,3.30,Milwaukee,,,,,,,,,,,,,,,,,
1439,National League,1953,3,,Fewest Hits Allowed,"1,282",Milwaukee,,,,,,,,,,,,,,,,,
1440,National League,1953,4,,Fewest Home Runs Allowed,107,Milwaukee,,,,,,,,,,,,,,,,,
1441,National League,1953,5,,Fewest Walks Allowed,410,Philadelphia,,,,,,,,,,,,,,,,,
1442,National League,1953,6,,Saves,36,St. Louis,,,,,,,,,,,,,,,,,
1443,National League,1953,7,,Shutouts,14,Milwaukee,,,,,,,,,,,,,,,,,
1444,National League,1953,8,,Strikeouts,817,Brooklyn,,,,,,,,,,,,,,,,,
1445,National League,1954,1,,Complete Games,78,Philadelphia,,,,,,,,,,,,,,,,,
1446,National League,1954,2,,ERA,3.10,New York,,,,,,,,,,,,,,,,,
1447,National League,1954,3,,Fewest Hits Allowed,"1,258",New York,,,,,,,,,,,,,,,,,
1448,National League,1954,4,,Fewest Home Runs Allowed,106,Milwaukee,,,,,,,,,,,,,,,,,
1449,National League,1954,5,,Fewest Walks Allowed,450,Philadelphia,,,,,,,,,,,,,,,,,
1450,National League,1954,6,,Saves,36,Brooklyn,,,,,,,,,,,,,,,,,
1451,National League,1955,1,,Complete Games,61,Milwaukee,,,,,,,,,,,,,,,,,
1452,National League,1955,2,,ERA,3.68,Brooklyn,,,,,,,,,,,,,,,,,
1453,National League,1955,3,,Fewest Hits Allowed,"1,291",Philadelphia,,,,,,,,,,,,,,,,,
1454,National League,1955,4,,Fewest Home Runs Allowed,138,Milwaukee,,,,,,,,,,,,,,,,,
1455,National League,1955,5,,Fewest Walks Allowed,443,Cincinnati,,,,,,,,,,,,,,,,,
1456,National League,1955,6,,Saves,37,Brooklyn,,,,,,,,,,,,,,,,,
1457,National League,1956,1,,Complete Games,64,Milwaukee,,,,,,,,,,,,,,,,,
1458,National League,1956,2,,ERA,3.12,Milwaukee,,,,,,,,,,,,,,,,,
1459,National League,1956,3,,Fewest Hits Allowed,"1,251",Brooklyn,,,,,,,,,,,,,,,,,
1460,National League,1956,4,,Fewest Home Runs Allowed,133,Milwaukee,,,,,,,,,,,,,,,,,
1461,National League,1956,5,,Fewest Walks Allowed,437,Philadelphia,,,,,,,,,,,,,,,,,
1462,National League,1956,6,,Saves,30,Brooklyn,,,,,,,,,,,,,,,,,
1463,National League,1956,7,,Saves,30,St. Louis,,,,,,,,,,,,,,,,,
1464,National League,1956,8,,Shutouts,12,Brooklyn,,,,,,,,,,,,,,,,,
1465,National League,1956,9,,Shutouts,12,Milwaukee,,,,,,,,,,,,,,,,,
1466,National League,1957,1,,Complete Games,60,Milwaukee,,,,,,,,,,,,,,,,,
1467,National League,1957,2,,ERA,3.35,Brooklyn,,,,,,,,,,,,,,,,,
1468,National League,1957,3,,Fewest Hits Allowed,"1,285",Brooklyn,,,,,,,,,,,,,,,,,
1469,National League,1957,4,,Fewest Home Runs Allowed,124,Milwaukee,,,,,,,,,,,,,,,,,
1470,National League,1957,5,,Fewest Walks Allowed,412,Philadelphia,,,,,,,,,,,,,,,,,
1471,National League,1957,6,,Saves,29,Brooklyn,,,,,,,,,,,,,,,,,
1472,National League,1957,7,,Saves,29,Cincinnati,,,,,,,,,,,,,,,,,
1473,National League,1957,8,,Saves,29,St. Louis,,,,,,,,,,,,,,,,,
1474,National League,1958,1,,Complete Games,72,Milwaukee,,,,,,,,,,,,,,,,,
1475,National League,1958,2,,ERA,3.22,Milwaukee,,,,,,,,,,,,,,,,,
1476,National League,1958,3,,Fewest Hits Allowed,"1,261",Milwaukee,,,,,,,,,,,,,,,,,
1477,National League,1958,4,,Fewest Home Runs Allowed,123,Pittsburgh,,,,,,,,,,,,,,,,,
1478,National League,1958,5,,Fewest Walks Allowed,419,Cincinnati,,,,,,,,,,,,,,,,,
1479,National League,1958,6,,Saves,41,Pittsburgh,,,,,,,,,,,,,,,,,
1480,National League,1959,1,,Complete Games,69,Milwaukee,,,,,,,,,,,,,,,,,
1481,National League,1959,2,,ERA,3.47,San Francisco,,,,,,,,,,,,,,,,,
1482,National League,1959,3,,Fewest Hits Allowed,"1,279",San Francisco,,,,,,,,,,,,,,,,,
1483,National League,1959,4,,Fewest Home Runs Allowed,128,Milwaukee,,,,,,,,,,,,,,,,,
1484,National League,1959,5,,Fewest Walks Allowed,418,Pittsburgh,,,,,,,,,,,,,,,,,
1485,National League,1959,6,,Saves,26,Cincinnati,,,,,,,,,,,,,,,,,
1486,National League,1959,7,,Saves,26,Los Angeles,,,,,,,,,,,,,,,,,
1487,National League,1960,1,,Complete Games,55,Milwaukee,,,,,,,,,,,,,,,,,
1488,National League,1960,2,,Complete Games,55,San Francisco,,,,,,,,,,,,,,,,,
1489,National League,1960,3,,ERA,3.40,Los Angeles,,,,,,,,,,,,,,,,,
1490,National League,1960,4,,Fewest Hits Allowed,"1,218",Los Angeles,,,,,,,,,,,,,,,,,
1491,National League,1960,5,,Fewest Home Runs Allowed,105,Pittsburgh,,,,,,,,,,,,,,,,,
1492,National League,1960,6,,Fewest Walks Allowed,386,Pittsburgh,,,,,,,,,,,,,,,,,
1493,National League,1960,7,,Saves,35,Cincinnati,,,,,,,,,,,,,,,,,
1494,National League,1961,1,,Complete Games,57,Milwaukee,,,,,,,,,,,,,,,,,
1495,National League,1961,2,,ERA,3.74,St. Louis,,,,,,,,,,,,,,,,,
1496,National League,1961,3,,Fewest Hits Allowed,"1,300",Cincinnati,,,,,,,,,,,,,,,,,
1497,National League,1961,4,,Fewest Home Runs Allowed,121,Pittsburgh,,,,,,,,,,,,,,,,,
1498,National League,1961,5,,Fewest Walks Allowed,400,Pittsburgh,,,,,,,,,,,,,,,,,
1499,National League,1961,6,,Saves,40,Cincinnati,,,,,,,,,,,,,,,,,
1500,National League,1961,7,,Shutouts,12,Cincinnati,,,,,,,,,,,,,,,,,
1501,National League,1962,1,,Complete Games,62,San Francisco Giants,,,,,,,,,,,,,,,,,
1502,National League,1962,2,,ERA,3.38,Pittsburgh Pirates,,,,,,,,,,,,,,,,,
1503,National League,1962,3,,Fewest Hits Allowed,"1,386",Los Angeles Dodgers,,,,,,,,,,,,,,,,,
1504,National League,1962,4,,Fewest Home Runs Allowed,113,Houston Colt .45s,,,,,,,,,,,,,,,,,
1505,National League,1962,5,,Fewest Walks Allowed,407,Milwaukee Braves,,,,,,,,,,,,,,,,,
1506,National League,1962,6,,Saves,46,Los Angeles Dodgers,,,,,,,,,,,,,,,,,
1507,National League,1962,7,,Shutouts,17,St. Louis Cardinals,,,,,,,,,,,,,,,,,
1508,National League,1962,8,,Strikeouts,"1,104",Los Angeles Dodgers,,,,,,,,,,,,,,,,,
1509,National League,1963,1,,Complete Games,56,Milwaukee,,,,,,,,,,,,,,,,,
1510,National League,1963,2,,ERA,2.86,Los Angeles,,,,,,,,,,,,,,,,,
1511,National League,1963,3,,Fewest Hits Allowed,"1,262",Philadelphia,,,,,,,,,,,,,,,,,
1512,National League,1963,4,,Fewest Home Runs Allowed,95,Houston,,,,,,,,,,,,,,,,,
1513,National League,1963,5,,Fewest Walks Allowed,378,Houston,,,,,,,,,,,,,,,,,
1514,National League,1963,6,,Saves,36,Cincinnati,,,,,,,,,,,,,,,,,
1515,National League,1964,1,,Complete Games,58,Chicago,,,,,,,,,,,,,,,,,
1516,National League,1964,2,,ERA,2.96,Los Angeles,,,,,,,,,,,,,,,,,
1517,National League,1964,3,,Fewest Hits Allowed,"1,289",Los Angeles,,,,,,,,,,,,,,,,,
1518,National League,1964,4,,Fewest Home Runs Allowed,88,Los Angeles,,,,,,,,,,,,,,,,,
1519,National League,1964,5,,Fewest Walks Allowed,353,Houston,,,,,,,,,,,,,,,,,
1520,National League,1964,6,,Saves,41,Philadelphia,,,,,,,,,,,,,,,,,
1521,National League,1965,1,,Complete Games,58,Los Angeles,,,,,,,,,,,,,,,,,
1522,National League,1965,2,,ERA,2.81,Los Angeles,,,,,,,,,,,,,,,,,
1523,National League,1965,3,,Fewest Hits Allowed,"1,223",Los Angeles,,,,,,,,,,,,,,,,,
1524,National League,1965,4,,Fewest Home Runs Allowed,89,Pittsburgh,,,,,,,,,,,,,,,,,
1525,National League,1965,5,,Fewest Walks Allowed,388,Houston,,,,,,,,,,,,,,,,,
1526,National League,1965,6,,Saves,42,San Francisco,,,,,,,,,,,,,,,,,
1527,National League,1965,7,,Shutouts,23,Los Angeles,,,,,,,,,,,,,,,,,
1528,National League,1966,1,,Complete Games,52,Los Angeles,,,,,,,,,,,,,,,,,
1529,National League,1966,2,,Complete Games,52,Philadelphia,,,,,,,,,,,,,,,,,
1530,National League,1966,3,,Complete Games,52,San Francisco,,,,,,,,,,,,,,,,,
1531,National League,1966,4,,ERA,2.63,Los Angeles,,,,,,,,,,,,,,,,,
1532,National League,1966,5,,Fewest Hits Allowed,"1,287",Los Angeles,,,,,,,,,,,,,,,,,
1533,National League,1966,6,,Fewest Home Runs Allowed,84,Los Angeles,,,,,,,,,,,,,,,,,
1534,National League,1966,7,,Fewest Walks Allowed,356,Los Angeles,,,,,,,,,,,,,,,,,
1535,National League,1966,8,,Saves,43,Pittsburgh,,,,,,,,,,,,,,,,,
1536,National League,1966,9,,Shutouts,20,Los Angeles,,,,,,,,,,,,,,,,,
1537,National League,1966,10,,Strikeouts,"1,084",Los Angeles,,,,,,,,,,,,,,,,,
1538,National League,1967,1,,Complete Games,64,San Francisco,,,,,,,,,,,,,,,,,
1539,National League,1967,2,,ERA,2.92,San Francisco,,,,,,,,,,,,,,,,,
1540,National League,1967,3,,Fewest Hits Allowed,"1,283",San Francisco,,,,,,,,,,,,,,,,,
1541,National League,1967,4,,Fewest Home Runs Allowed,86,Philadelphia,,,,,,,,,,,,,,,,,
1542,National League,1967,5,,Fewest Walks Allowed,393,Los Angeles,,,,,,,,,,,,,,,,,
1543,National League,1967,6,,Saves,45,St. Louis,,,,,,,,,,,,,,,,,
1544,National League,1967,7,,Shutouts,18,Cincinnati,,,,,,,,,,,,,,,,,
1545,National League,1968,1,,Complete Games,77,San Francisco,,,,,,,,,,,,,,,,,
1546,National League,1968,2,,ERA,2.49,St. Louis,,,,,,,,,,,,,,,,,
1547,National League,1968,3,,Fewest Hits Allowed,"1,250",New York,,,,,,,,,,,,,,,,,
1548,National League,1968,4,,Fewest Home Runs Allowed,65,Los Angeles,,,,,,,,,,,,,,,,,
1549,National League,1968,5,,Fewest Walks Allowed,344,San Francisco,,,,,,,,,,,,,,,,,
1550,National League,1968,6,,Saves,38,Cincinnati,,,,,,,,,,,,,,,,,
1551,National League,1969,1,,Complete Games,71,San Francisco,,,,,,,,,,,,,,,,,
1552,National League,1969,2,,ERA,2.94,St. Louis,,,,,,,,,,,,,,,,,
1553,National League,1969,3,,Fewest Hits Allowed,"1,217",New York,,,,,,,,,,,,,,,,,
1554,National League,1969,4,,Fewest Home Runs Allowed,96,Pittsburgh,,,,,,,,,,,,,,,,,
1555,National League,1969,5,,Fewest Walks Allowed,420,Los Angeles,,,,,,,,,,,,,,,,,
1556,National League,1969,6,,Saves,44,Cincinnati,,,,,,,,,,,,,,,,,
1557,National League,1970,1,,Complete Games,59,Chicago,,,,,,,,,,,,,,,,,
1558,National League,1970,2,,ERA,3.45,New York,,,,,,,,,,,,,,,,,
1559,National League,1970,3,,Fewest Hits Allowed,"1,260",New York,,,,,,,,,,,,,,,,,
1560,National League,1970,4,,Fewest Home Runs Allowed,102,St. Louis,,,,,,,,,,,,,,,,,
1561,National League,1970,5,,Fewest Walks Allowed,475,Chicago,,,,,,,,,,,,,,,,,
1562,National League,1970,6,,Saves,60,Cincinnati,,,,,,,,,,,,,,,,,
1563,National League,1971,1,,Complete Games,75,Chicago,,,,,,,,,,,,,,,,,
1564,National League,1971,2,,ERA,2.99,New York,,,,,,,,,,,,,,,,,
1565,National League,1971,3,,Fewest Hits Allowed,"1,227",New York,,,,,,,,,,,,,,,,,
1566,National League,1971,4,,Fewest Home Runs Allowed,75,Houston,,,,,,,,,,,,,,,,,
1567,National League,1971,5,,Fewest Walks Allowed,399,Los Angeles,,,,,,,,,,,,,,,,,
1568,National League,1971,6,,Saves,48,Pittsburgh,,,,,,,,,,,,,,,,,
1569,National League,1971,7,,Shutouts,18,Los Angeles,,,,,,,,,,,,,,,,,
1570,National League,1972,1,,Complete Games,64,St. Louis,,,,,,,,,,,,,,,,,
1571,National League,1972,2,,ERA,2.78,Los Angeles,,,,,,,,,,,,,,,,,
1572,National League,1972,3,,Fewest Hits Allowed,"1,196",Los Angeles,,,,,,,,,,,,,,,,,
1573,National League,1972,4,,Fewest Home Runs Allowed,83,Los Angeles,,,,,,,,,,,,,,,,,
1574,National League,1972,5,,Fewest Walks Allowed,421,Chicago,,,,,,,,,,,,,,,,,
1575,National League,1972,6,,Saves,60,Cincinnati,,,,,,,,,,,,,,,,,
1576,National League,1973,1,,Complete Games,49,Philadelphia,,,,,,,,,,,,,,,,,
1577,National League,1973,2,,ERA,3.01,Los Angeles,,,,,,,,,,,,,,,,,
1578,National League,1973,3,,Fewest Hits Allowed,"1,270",Los Angeles,,,,,,,,,,,,,,,,,
1579,National League,1973,4,,Fewest Home Runs Allowed,105,St. Louis,,,,,,,,,,,,,,,,,
1580,National League,1973,5,,Fewest Walks Allowed,438,Chicago,,,,,,,,,,,,,,,,,
1581,National League,1973,6,,Saves,44,Pittsburgh,,,,,,,,,,,,,,,,,
1582,National League,1973,7,,Saves,44,San Francisco,,,,,,,,,,,,,,,,,
1583,National League,1974,1,,Complete Games,51,Pittsburgh,,,,,,,,,,,,,,,,,
1584,National League,1974,2,,ERA,2.98,Los Angeles,,,,,,,,,,,,,,,,,
1585,National League,1974,3,,Fewest Hits Allowed,"1,272",Los Angeles,,,,,,,,,,,,,,,,,
1586,National League,1974,4,,Fewest Home Runs Allowed,84,Houston,,,,,,,,,,,,,,,,,
1587,National League,1974,5,,Fewest Walks Allowed,464,Los Angeles,,,,,,,,,,,,,,,,,
1588,National League,1974,6,,Saves,27,Cincinnati,,,,,,,,,,,,,,,,,
1589,National League,1974,7,,Saves,27,Montreal,,,,,,,,,,,,,,,,,
1590,National League,1975,1,,Complete Games,51,Los Angeles,,,,,,,,,,,,,,,,,
1591,National League,1975,2,,ERA,2.93,Los Angeles,,,,,,,,,,,,,,,,,
1592,National League,1975,3,,Fewest Hits Allowed,"1,215",Los Angeles,,,,,,,,,,,,,,,,,
1593,National League,1975,4,,Fewest Home Runs Allowed,79,Pittsburgh,,,,,,,,,,,,,,,,,
1594,National League,1975,5,,Fewest Walks Allowed,448,Los Angeles,,,,,,,,,,,,,,,,,
1595,National League,1975,6,,Saves,50,Cincinnati,,,,,,,,,,,,,,,,,
1596,National League,1976,1,,Complete Games,53,New York,,,,,,,,,,,,,,,,,
1597,National League,1976,2,,ERA,2.94,New York,,,,,,,,,,,,,,,,,
1598,National League,1976,3,,Fewest Hits Allowed,"1,248",New York,,,,,,,,,,,,,,,,,
1599,National League,1976,4,,Fewest Home Runs Allowed,68,San Francisco,,,,,,,,,,,,,,,,,
1600,National League,1976,5,,Fewest Walks Allowed,397,Philadelphia,,,,,,,,,,,,,,,,,
1601,National League,1976,6,,Saves,45,Cincinnati,,,,,,,,,,,,,,,,,
1602,National League,1976,7,,Shutouts,18,New York,,,,,,,,,,,,,,,,,
1603,National League,1977,1,,Complete Games,37,Houston,,,,,,,,,,,,,,,,,
1604,National League,1977,2,,ERA,3.23,Los Angeles,,,,,,,,,,,,,,,,,
1605,National League,1977,3,,Fewest Hits Allowed,"1,378",New York,,,,,,,,,,,,,,,,,
1606,National League,1977,4,,Fewest Home Runs Allowed,110,Houston,,,,,,,,,,,,,,,,,
1607,National League,1977,5,,Fewest Walks Allowed,438,Los Angeles,,,,,,,,,,,,,,,,,
1608,National League,1977,6,,Saves,47,Philadelphia,,,,,,,,,,,,,,,,,
1609,National League,1978,1,,Complete Games,48,Houston,,,,,,,,,,,,,,,,,
1610,National League,1978,2,,ERA,3.12,Los Angeles,,,,,,,,,,,,,,,,,
1611,National League,1978,3,,Fewest Hits Allowed,"1,300",St. Louis,,,,,,,,,,,,,,,,,
1612,National League,1978,4,,Fewest Home Runs Allowed,74,San Diego,,,,,,,,,,,,,,,,,
1613,National League,1978,5,,Fewest Walks Allowed,393,Philadelphia,,,,,,,,,,,,,,,,,
1614,National League,1978,6,,Saves,55,San Diego,,,,,,,,,,,,,,,,,
1615,National League,1978,7,,Shutouts,17,Houston,,,,,,,,,,,,,,,,,
1616,National League,1979,1,,Complete Games,55,Houston,,,,,,,,,,,,,,,,,
1617,National League,1979,2,,ERA,3.15,Montreal,,,,,,,,,,,,,,,,,
1618,National League,1979,3,,Fewest Hits Allowed,"1,278",Houston,,,,,,,,,,,,,,,,,
1619,National League,1979,4,,Fewest Home Runs Allowed,90,Houston,,,,,,,,,,,,,,,,,
1620,National League,1979,5,,Fewest Walks Allowed,450,Montreal,,,,,,,,,,,,,,,,,
1621,National League,1979,6,,Saves,52,Pittsburgh,,,,,,,,,,,,,,,,,
1622,National League,1980,1,,Complete Games,34,St. Louis,,,,,,,,,,,,,,,,,
1623,National League,1980,2,,ERA,3.11,Houston,,,,,,,,,,,,,,,,,
1624,National League,1980,3,,Fewest Hits Allowed,"1,358",Los Angeles,,,,,,,,,,,,,,,,,
1625,National League,1980,4,,Fewest Home Runs Allowed,69,Houston,,,,,,,,,,,,,,,,,
